article,output6.xml,DT79.xml
DT79-01579,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01592,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-01597,commune de Sainte-Soline.,commune de S            te-Soline.
DT79-01600,commune de Saint-Lin.,commune de S            t-Lin.
DT79-01604,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-01607,commune de Saint-Varent.,commune de S            t-Varent.
DT79-01608,commune de Saint-Aubin-le-Cloud.,commune de S            t-Aubin-le-Cloud.
DT79-01613,canton de la Mothe-Saint-Héraye.,canton de la Mothe-St-Héraye.
DT79-01623,commune de Saint-Lin.,commune de S            t-Lin.
DT79-01626,commune de Saint-Varent.,commune de S            t-Varent.
DT79-01628,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-01629,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-01637,commune de Saint-Aubin-le-Cloud.,commune de S            t-Aubin-le-Cloud.
DT79-01655,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01657,commune de Saint-Marc-la-Lande.,commune de S            t-Marc-la-Lande.
DT79-01660,commune de Saint-Vincent-la-Châtre.,commune de S            t-Vincent-la-Châtre.
DT79-01666,commune de Saint-Germier.,commune de S            t-Germier.
DT79-01668,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-01669,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-01670,"commune de Saint-Georges-de-Noisné, ","commune de S            t-Georges-de-Noisné, "
DT79-01672,commune de Saint-Germier.,commune de S            t-Germier.
DT79-01678,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-01681,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-01682,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-01685,communes de Saint-Coutant et Lezay.,communes de St-Coutant et Lezay.
DT79-01687,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-01688,commune de Saint-Éanne.,commune de S            te-Eanne.
DT79-01698,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-01699,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-01716,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-01717,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-01722,commune de Saint-Germier.,commune de S            t-Germier.
DT79-01725,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-01727,commune de Saint-Denis.,commune de S            t-Denis.
DT79-01730,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-01731,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-01745,"commune de Saint-Gelais, relev. de ","commune de S            t-Gelais, relev. de "
DT79-01745,"Saint-Gelais, ","St-Gelais, "
DT79-01746,commune de Saint-Léger-de-Montbrun.,commune de S            t-Léger-de-Montbrun.
DT79-01747,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-01752,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-01756,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01764,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-01765,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-01766,commune de Saint-Martin-du-Fouilloux. Relev. de la Mothe-Chalandray ou Rochefort ,commune de S            t-Martin-du-Fouilloux. Relev. de la Mothe-Chalandray ou Rochefort 
DT79-01767,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-01776,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-01785,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-01788,"commune de Saint-Georges-de-Rex, ","commune de S            t-Georges-de-Rex, "
DT79-01803,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-01804,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-01807,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-01808,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-01809,commune de Saint-Loup.,commune de S            t-Loup.
DT79-01818,"commune de Saint-Lin, relev. de la Barre-Sanglier, ","commune de S            t-Lin, relev. de la Barre-Sanglier, "
DT79-01823,commune de Saint-Marc-la-Lande.,commune de S            t-Marc-la-Lande.
DT79-01837,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-01841,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-01842,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-01851,commune de Saint-André-sur-Sèvre.,commune de S            t-André-sur-Sèvre.
DT79-01858,commune de Saint-Jouin-de-Milly.,commune de S            t-Jouin-de-Milly.
DT79-01867,"commune de Sainte-Verge, ","commune de S            te-Verge, "
DT79-01868,commune de Saint-Marsault.,commune de S            t-Marsault.
DT79-01869,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-01870,"châtellenie de Saint-Maixent 
         ",châtellenie de St-Maixent          
DT79-01871,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-01878,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-01879,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-01880,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-01881,Saint-Varent et de ,St-Varent et de 
DT79-01892,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-01896,commune de Saint-Martin-de-Mâcon.,commune de S            t-Martin-de-Mâcon.
DT79-01906,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-01916,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-01917,commune de Saint-Lin.,commune de S            t-Lin.
DT79-01918,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-01929,"commune de Sainte-Ouenne, ","commune de S            te-Ouenne, "
DT79-01932,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-01934,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-01937,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-01941,commune de Saint-Gelais.,commune de S            t-Gelais.
DT79-01943,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-01946,commune de la Chapelle-Saint-Étienne.,commune de la Chapelle-S            t-Étienne.
DT79-01948,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01950,1er canton de Saint-Maixent.,1er canton de St-Maixent.
DT79-01954,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-01960,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-01968,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-01970,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01971,"près Saint-Léger-lez-Melle, ","près St-Léger-lez-Melle, "
DT79-01973,commune de Saint-Jouin-de-Marnes.,commune de S            t-Jouin-de-Marnes.
DT79-01976,commune de Saint-Maxire.,commune de S            t-Maxire.
DT79-01981,commune de Saint-Lin.,commune de S            t-Lin.
DT79-01982,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-01983,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-01987,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-01989,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02012,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02013,commune de Saint-Christophe.,commune de S            t-Christophe.
DT79-02014,commune de Saint-Clémentin.,commune de S            t-Clémentin.
DT79-02015,commune de Saint-Éanne.,commune de S            t-Éanne.
DT79-02017,commune de Saint-Germier.,commune de S            t-Germier.
DT79-02018,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-02019,commune de Saint-Varent.,commune de S            t-Varent.
DT79-02036,"commune de Saint-Léger-de-Montbrun, relev. de Thouars, ","commune de S            t-Léger-de-Montbrun, relev. de Thouars, "
DT79-02041,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-02048,commune de Saint-Porchaire ; ancienne dépendance du domaine de la baronnie de Bressuire ,commune de S            t-Porchaire ; ancienne dépendance du domaine de la baronnie de Bressuire 
DT79-02049,commune de Saint-Amand.,commune de S            t-Amand.
DT79-02058,commune de Saint-Vincent-de-la-Châtre.,commune de S            t-Vincent-de-la-Châtre.
DT79-02061,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-02065,commune de la Chapelle-Saint-Laurent.,commune de la Chapelle-S            t-Laurent.
DT79-02075,commune de Saint-Pompain ; ,commune de S            t-Pompain ; 
DT79-02079,commune de la Mothe-Saint-Héraye ; ,commune de la Mothe-S            t-Héraye ; 
DT79-02087,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-02088,commune de Saint-Martin-de-Bernegoue.,commune de S            t-Martin-de-Bernegoue.
DT79-02097,commune de Saint-Génard.,commune de S            t-Génard.
DT79-02103,commune de Saint-Jouin-sous-Châtillon.,commune de S            t-Jouin-sous-Châtillon.
DT79-02108,commune de Saint-Varent.,commune de S            t-Varent.
DT79-02110,commune de Bouillé-Saint-Paul.,commune de Bouillé-S            t-Paul.
DT79-02111,commune de Saint-Pierre-à-Champ.,commune de S            t-Pierre-à-Champ.
DT79-02121,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02123,commune de Saint-Génard.,commune de S            t-Génard.
DT79-02125,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-02126,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-02136,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02137,commune de Saint-Loup.,commune de S            t-Loup.
DT79-02138,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-02139,commune de Saint-Romans-des-Champs.,commune de S            t-Romans-des-Champs.
DT79-02140,commune de Saint-Romans-lez-Melle.,commune de S            t-Romans-lez-Melle.
DT79-02151,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-02161,commune de Saint-Varent.,commune de S            t-Varent.
DT79-02164,commune de Saint-Léger-lez-Melle.,commune de S            t-Léger-lez-Melle.
DT79-02172,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02173,commune de Saint-Martin-de-Sanzay.,commune de S            t-Martin-de-Sanzay.
DT79-02174,commune de Sainte-Blandine.,commune de S            te-Blandine.
DT79-02177,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-02180,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-02181,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02182,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-02187,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-02188,commune de Saint-Maixent-de-Beugné.,commune de S            t-Maixent-de-Beugné.
DT79-02189,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-02198,commune de Saint-Georges-de-Rex.,commune de S            t-Georges-de-Rex.
DT79-02199,commune de Saint-Symphorien.,commune de S            t-Symphorien.
DT79-02206,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-02209,commune du Puy-Saint-Bonnet.,commune du Puy-S            t-Bonnet.
DT79-02212,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-02213,commune de Saint-Hilaire-la-Palud.,commune de S            t-Hilaire-la-Palud.
DT79-02220,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-02223,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-02224,commune de Saint-Coutant.,commune de S            t-Coutant.
DT79-02227,commune de Saint-Amand-sur-Sèvre.,commune de S            t-Amand-sur-Sèvre.
DT79-02238,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02244,commune de Saint-Florent.,commune de S            t-Florent.
DT79-02247,commune de Sainte-Gemme.,commune de S            te-Gemme.
DT79-02252,"commune de Saint-Maurice-la-Fougereuse, ","commune de S            t-Maurice-la-Fougereuse, "
DT79-02259,commune de Saint-Porchaire.,commune de S            t-Porchaire.
DT79-02260,commune de Saint-Sauveur-de-Givre-en-Mai.,commune de S            t-Sauveur-de-Givre-en-Mai.
DT79-02265,commune de Saint-Maurice-la-Fougereuse.,commune de S            t-Maurice-la-Fougereuse.
DT79-02277,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-02279,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-02293,commune de Saint-Martin-lez-Melle.,commune de S            t-Martin-lez-Melle.
DT79-02306,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-02307,"commune de Saint-Martin-de-Saint-Maixent, ","commune de St-Martin-de-St-Maixent, "
DT79-02313,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02318,commune de Saint-Varent.,commune de S            t-Varent.
DT79-02320,commune de la Mothe-Saint-Héraye.,commune de la Mothe-S            t-Héraye.
DT79-02323,commune de Saint-Étienne-la-Cigogne.,commune de S            t-Étienne-la-Cigogne.
DT79-02324,commune de Saint-Paul-en-Gâtine.,commune de S            t-Paul-en-Gâtine.
DT79-02329,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02335,commune de Saint-Martin-du-Fouilloux.,commune de S            t-Martin-du-Fouilloux.
DT79-02336,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02341,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02345,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-02352,commune de Saint-Aubin-de-Baubigné.,commune de S            t-Aubin-de-Baubigné.
DT79-02365,communes d’Augé et de Saint-Georges-de-Noisné.,communes d'Augé et de St-Georges-de-Noisné.
DT79-02369,commune de Saint-Laurs.,commune de S            t-Laurs.
DT79-02376,commune de Saint-Sauveur.,commune de S            t-Sauveur.
DT79-02378,communes de Saint-Martin et Souvigné ; ,communes de St-Martin et Souvigné ; 
DT79-02383,"Saint-Loup 
         ",St-Loup          
DT79-02387,commune de Sainte-Verge.,commune de S            t-Verge.
DT79-02389,"commune de Saint-Pompain, et ","commune de S            t-Pompain, et "
DT79-02391,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-02393,commune de Saint-Martin-de-Saint-Maixent.,commune de S            t-Martin-de-St-Maixent.
DT79-02395,commune de Saint-Germain-de-Longue-Chaume.,commune de S            t-Germain-de-Longue-Chaume.
DT79-02416,commune de Saint-Aubin-le-Clou.,commune de S            t-Aubin-le-Clou.
DT79-02418,commune de Saint-Georges-de-Noisné.,commune de S            t-Georges-de-Noisné.
DT79-02419,commune de Saint-Pardoux.,commune de S            t-Pardoux.
DT79-02423,commune de Sainte-Ouenne.,commune de S            te-Ouenne.
DT79-02427,commune de Sainte-Pezenne.,commune de S            te-Pezenne.
DT79-02430,"commune de Saint-Symphorien, ","commune de S            t-Symphorien, "
DT79-02433,commune de Saint-Varent.,commune de S            t-Varent.
