article_id,vedette,localisationco,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO7-00117,Antraigues,none,07011,P37717603,DT07-04653,Coulet Antraigues,hameau,commune d’Antraigues,07011,communes_fuzzy,,,,,
PO7-00117,Antraigues,none,07011,P93825800,DT07-07059,Grange,hameau,commune d’Antraigues,07011,communes_fuzzy,,,,,
PO7-00117,Antraigues,none,07011,P04262715,DT07-00383,Auches,hameau,commune d’Antraigues,07011,communes_fuzzy,,,,,
PO7-00118,Aoste,none,38012,,,,,,,nulle,Isère,38,Pont-de-Bonvoisin,dpt_exact,     Aoste     Isère     con du Pont de Bonvoisin       Aouste  239 e      Augusta  capellanus  234 h  Sanctus Clarus  239 e      Auguste  capellanus  230 e    
PO7-00120,Aouste Sye,none,26011,P06368357,DT26-08687,Plan Aouste,quartier,commune d’Aouste,26011,communes_fuzzy,,,,,
PO7-00120,Aouste Sye,none,26011,P41148245,DT26-09979,Rouveyre,quartier,commune d’Aouste,26011,communes_fuzzy,,,,,
PO7-00121,Appenwihr,none,68008,,,,,,,nulle,Haut-Rhin,68,Neuf-Brisach,dpt_exact,     Appenwihr     Haut Rhin     con de Neuf Brisach       Appenwil  eccl   155 b    
PO7-00123,Apremont,none,70024,,,,,,,nulle,Haute-Saône,70,Gray,dpt_exact,     Apremont     Haute Saône     con de Gray       Asper Mons  capellanus  49 d  eccl   18 h  82 d  prior  82 c    
PO7-00124,Apremont,none,73017,,,,,,,nulle,Savoie,73,Montmélian,dpt_exact,     Apremont     Savoie     con de Montmélian       Asper Mons  capella  371 c  377 c  Sanctus Petrus  capellanus  382 i    
PO7-00125,Araches,none,74014,,,,,,,nulle,Haute-Savoie,74,Cluses,dpt_fuzzy,     Arâches     Haute Savoie     con de Cluses       Arachi  capellanus  312 d      Arachia  capellanus  329 a  cura  353 e  curatus  343 d  349 e    
PO7-00126,Arandas,none,01013,,,,,,,nulle,Ain,01,Saint-Rambert,dpt_exact,     Arandas     Ain     con de Saint Rambert       Arandas  capellania  232 a  Sanctus Petrus  238 b      Arandaz  capellanus  233 d    
PO7-00127,Arbecey,none,70025,,,,,,,nulle,Haute-Saône,70,Combeaufontaine,dpt_exact,     Arbecey     Haute Saône     con de Combeaufontaine       Albiceum  eccl   2 b      Arbecey  capellanus  53 b  eccl   86 d      Arbucei  eccl   21 c    
PO7-00128,Arbignieu,none,01015,P20656860,DT01-09742,Sellignieu,hameau,commune d’Arbignieu,01015,communes_fuzzy,,,,,
PO7-00128,Arbignieu,none,01015,P54071260,DT01-09886,Sillignieu,hameau,commune d’Arbignieu,01015,communes_fuzzy,,,,,
PO7-00128,Arbignieu,none,01015,P08621327,DT01-10759,Varigneux,lieu dit,commune d’Arbignieu,01015,communes_fuzzy,,,,,
PO7-00129,Arbin,none,73018,,,,,,,nulle,Savoie,73,Montmélian,dpt_exact,     Arbin     Savoie     con de Montmélian       Albins  prior  395 b      Albinum  prior  462 a      Arbini  eccl   371 f  monasterium  371 f      Arbins  prior  385 c      Arbinum  capellanus  383 b    
PO7-00130,Arbois,none,39013,,,,,,,nulle,Jura,39,none,dpt_exact,     Arbois     Jura     arr  de Poligny       Arbosium  prior  14 h  41 b  72 c  74 f  Sanctus Justus  capellanus  42 a  eccl   15 b  72 c    
PO7-00131,Arbusigny,none,74015,,,,,,,nulle,Haute-Savoie,74,Reignier,dpt_exact,     Arbusigny     Haute Savoie     con de Reignier       Arbusigner  cura  357 c      Arbusignie  curatus  344 c      Arbusignier  capellanus  330 a    
PO7-00132,Arc,none,NO,,,,,,,nulle,none,none,none,nodpt_fuzzy,     Arc  l       affluent de l Isère        Arcu  460 c  466 d    
PO7-00133,Arcens,none,07012,,,,,,,nulle,Ardèche,07,Saint-Martin-de-Valamas,dpt_exact,     Arcens     Ardèche     con de Saint Martin de Valamas       Arsens  eccl   450 c  Sanctus Julianus  eccl   439 g      Arsenum  457 a    
PO7-00134,Arcey,none,25022,,,,,,,nulle,Doubs,25,l’Isle-sur-le-Doubs,dpt_exact,     Arcey     Doubs     con de l Isle sur le Doubs       Arceis  eccl   7 b    
PO7-00135,Archamps,none,74016,,,,,,,nulle,Haute-Savoie,74,Saint-Julien-en-Genevois,dpt_exact,     Archamps     Haute Savoie     con de Saint Julien en Genevois       Herchant  capellanus  311 e    
PO7-00136,Archianne,Treschenu,26354,P93835075,DT26-00174,Archianne,hameau,commune de Treschenu,26354,localisationco_fuzzy,,,,,
PO7-00136,Archianne,Treschenu,26354,P29808737,DT26-00175,Archianne,ruisseau,commune de Treschenu,26354,localisationco_fuzzy,,,,,
PO7-00137,Arcine,none,74077,,,,,,,nulle,Haute-Savoie,74,Frangy,dpt_fuzzy,     Arcine     Haute Savoie     con de Frangy       Arsena  capellanus  314 d      Arsina  capellanus  325 f  cura  364 a    
PO7-00138,Arcisse,Saint-Chef,38374,,,,,,,nulle,Isère,38,Saint-Chef,dpt_exact,     Arcisse     Isère     con de Saint Chef     cne de Saint Chef       Arsessas  capellanus  292 h      Arsicis  capellanus  285 f    
PO7-00140,Ardon,Châtillon-de-Michaille,01091,P03843031,DT01-00238,Ardon,hameau,commune de Châtillon-de-Michaille,01091,localisationco_exact,,,,,
PO7-00142,Arenthon,none,74018,,,,,,,nulle,Haute-Savoie,74,la Roche,dpt_exact,     Arenthon     Haute Savoie     con de la Roche       Aranto  curatus  344 b      Arenthon  capellanus  329 b      Arenthons  cura  353 j      Arton  capellanus  311 g    
PO7-00143,Aresches,Moutaine-Aresches,39586,,,,,,,nulle,Jura,39,Salins,dpt_fuzzy,     Aresches     Jura     con de Salins     cne de Moutaine Aresches       Aresche  eccl   15 b  72 b      Aresches  eccl   66 d      Arreschia  capellanus  41 c    
PO7-00144,Argental,Bourg-Argental,42023,P25048053,DT42-00183,Argental,ruisseau,près d’Argental,42023,localisationco_fuzzy,,,,,
PO7-00144,Argental,Bourg-Argental,42023,P94064316,DT42-00182,Argental,hameau,commune de Bourg-Argental,42023,localisationco_fuzzy,,,,,
PO7-00144,Argental,Bourg-Argental,42023,P15297680,DT42-00193,Arnaubec,maison isolée,commune de Bourg-Argental,42023,localisationco_fuzzy,,,,,
PO7-00145,Argentine,none,73019,,,,,,,nulle,Savoie,73,Aiguebelle,dpt_exact,     Argentine     Savoie     con d Aiguebelle       Argentina  capellanus  461 b  curatus  467 a  maladeria  462 c    
PO7-00146,Argis,none,01017,P39766075,DT01-07726,Paradis,granges,commune d’Argis,01017,communes_fuzzy,,,,,
PO7-00147,Argonnex,none,74019,,,,,,,nulle,Haute-Savoie,74,Annecy,dpt_fuzzy,     Argonnex     Haute Savoie     con d Annecy       Argonay  capellanus  314 a  322 e  cura  352 e  354 f      Argunay  curatus  341 c      Dargunnay  curatus  348 b    
PO7-00148,Aric,Cheylard,07064,P88777286,DT07-00280,Aric,hameau,commune du Cheylard,07064,localisationco_exact,,,,,
PO7-00149,Arinthod,none,39016,,,,,,,nulle,Jura,39,none,dpt_exact,     Arinthod     Jura     arr  de Lons le Saunier       Arintho  capellanus  43 d      Arinthodum  eccl   74 c      Arinto  eccl   15 g  26 e    
PO7-00151,Arith,none,73020,,,,,,,nulle,Savoie,73,Châtelard,dpt_exact,     Arith     Savoie     con du Châtelard       Aric  capellanus  324 f      Aritum  cura  353 c      Ariz  curatus  343 a      Derit  capellanus  314 c    
PO7-00152,Arlay,none,39017,,,,,,,nulle,Jura,39,Bletterans,dpt_exact,     Arlay     Jura     con de Bletterans       Arlatum  capellanus  45 c  eccl   77 c      Arlay  eccl   16 c    
PO7-00153,Arlebosc,none,07014,,,,,,,nulle,Ardèche,07,Saint-Félicien,dpt_exact,     Arlebosc     Ardèche     con de Saint Félicien       Albusboscus  capellanus  301 g      Arlabose  capellanus  27 c d    
PO7-00154,Arlempdes,none,43008,,,,,,,nulle,Haute-Loire,43,Pradelles,dpt_exact,     Arlempdes     Haute Loire     con de Pradelles       Arlempde  eccl   447 h      Arlempdum  455 a      Arlende  eccl   440 g    
PO7-00156,Arlod,none,01033,P26711542,DT01-08059,Planche Arlod,pont de bois,commune d’Arlod,01033,communes_fuzzy,,,,,
PO7-00157,Armix,none,01019,,,,,,,nulle,Ain,01,Virieu-le-Grand,dpt_exact,     Armix     Ain     con de Virieu le Grand       Armies  capellanus  229 a      Armis  Sancta Eugenia  238 a    
PO7-00158,Armoy,none,74020,,,,,,,nulle,Haute-Savoie,74,Thonon-les-Bains,dpt_exact,     Armoy     Haute Savoie     con de Thonon les Bains       Annone  capellanus  310 a      Armoy  capellanus  330 f  cura  352 b  curatus  339 f    
PO7-00159,Arnayon,none,26012,P03413278,DT26-07341,Morreyron,ferme,commune d’Arnayon,26012,communes_fuzzy,,,,,
PO7-00162,Aroz,none,70028,,,,,,,nulle,Haute-Saône,70,Scey-sur-Saône,dpt_exact,     Aroz     Haute Saône     con de Scey sur Saône       Aroch  eccl   32 f      Arost  eccl   84 d      Hairo  capellanus  52 a    
PO7-00163,Arpenans,none,70029,,,,,,,nulle,Haute-Saône,70,Lure,dpt_exact,     Arpenans     Haute Saône     con de Lure       Arpenans  eccl   96 b      Erpenans  eccl   23 f      Herpenans  capellanus  61 e    
PO7-00164,Arras Rhone,none,07015,,,,,,,nulle,Ardèche,07,Tournon,dpt_exact,     Arras sur Rhône     Ardèche     con de Tournon       Herasium  capellanus  302 a  prior  301 c      Ras  capellanus  286 h  prior  275 a    
PO7-00165,Artas,none,38015,,,,,,,nulle,Isère,38,Saint-Jean-de-Bournay,dpt_exact,     Artas     Isère     con de Saint Jean de Bournay       Artas  capellanus  290 d  prior  289 b      Arthas  capellanus  282 e  prior  282 b    
PO7-00166,Arthaz,none,74021,,,,,,,nulle,Haute-Savoie,74,Annemasse,nulle,     Arthaz     Haute Savoie     con d Annemasse       Artas  capellanus  312 c  328 g  cura  353 c  curatus  343 b  349 d    
PO7-00167,Arthemonay,none,26014,,,,,,,nulle,Drôme,26,Saint-Donat,dpt_fuzzy,     Arthemonay     Drôme     con de Saint Donat       Altomonai  capellanus  298 b      Artimonai  capellanus  278 a    
PO7-00168,Arvey,Puisgros,73210,,,,,,,nulle,Savoie,73,Chambéry,dpt_fuzzy,     Arvey     Savoie     con de Chambéry     cne de Puisgros       Arvisium  377 a  canonici  377 e    
PO7-00170,Arvieres,Lochieu,01218,P05314694,DT01-07208,Moulin Arvieres,hameau,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P38461202,DT01-08722,Revoire,granges,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P35435177,DT01-10461,Touviere,ancien lieu dit,près Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P28617550,DT01-04503,Falavier,maison isolée,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P40529951,DT01-00295,Arviere,ancienne chartreuse,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P14548120,DT01-08815,Rivoire,écart,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P23310018,DT01-00296,Arviere,"hameau, maison forestière et moulin",commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00170,Arvieres,Lochieu,01218,P85026075,DT01-06670,Mere,fontaine,commune de Lochieu,01218,localisationco_fuzzy,,,,,
PO7-00171,Arvillard,none,73021,,,,,,,nulle,Savoie,73,la Rochette,dpt_exact,     Arvillard     Savoie     con de la Rochette       Altum Vilar  capella  374 b      Altum Vilarium  prior  384 e  prioratus  387 e      Altum Villare  prior  492 a    
PO7-00172,Arzay,none,38016,,,,,,,nulle,Isère,38,la Côte-Saint-André,dpt_exact,     Arzay     Isère     con de la Côte Saint André       Arcey  capellanus  288 c    
PO7-00174,Asnans,none,39022,,,,,,,nulle,Jura,39,Chaussin,dpt_fuzzy,     Asnans     Jura     con de Chaussin       Anens  eccl   17 g      Asnans  capellanus  47 d    
PO7-00175,Aspach,none,68010,,,,,,,nulle,Haut-Rhin,68,Altkirch,dpt_exact,     Aspach     Haut Rhin     con d Altkirch       Aspach  cappella  218 h  vicarius  176 a      Aspach prope Karolczbach  208 e    
PO7-00176,Aspach,none,68011,P00337971,DT68-08101,Tasche,,commune d’Aspach-le-Bas,68011,communes_fuzzy,,,,,
PO7-00177,Aspach,none,68012,,,,,,,nulle,Haut-Rhin,68,Thann,dpt_exact,     Aspach le Haut  en all  Oberaspach     Haut Rhin     con de Thann       Aspach Superior  209 f  220 e  eccl   156 e  vicarius  178 a    
PO7-00178,Asperjoc,none,07016,,,,,,,nulle,Ardèche,07,Antraigues,dpt_exact,     Asperjoc     Ardèche     con d Antraigues       Asper Jocus  453 e  prior  446 c    
PO7-00180,Asserans,Farges,01158,P98599272,DT01-05549,Hairans,hameau,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P18489722,DT01-05117,Giclerans,lieu dit,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P54617055,DT01-00306,Asserans,affluent,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P75598008,DT01-00307,Asserans,hameau,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P17561054,DT01-03589,Cras,ancien lieu dit,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P24490351,DT01-07209,Moulin Asserans,moulin,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00180,Asserans,Farges,01158,P68986703,DT01-00069,Airans,hameau,commune de Farges,01158,localisationco_fuzzy,,,,,
PO7-00181,Assieu,none,38017,,,,,,,nulle,Isère,38,Roussillon,dpt_exact,     Assieu     Isère     con de Roussillon       Aceu  capellanus  296 e      Acieu  capellanus  286 a    
PO7-00182,Assions,none,07017,P88592067,DT07-07351,Grosson,hameau,commune des Assions,07017,communes_fuzzy,,,,,
PO7-00182,Assions,none,07017,P06191621,DT07-01615,Boissin,hameau,commune des Assions,07017,communes_fuzzy,,,,,
PO7-00184,Attenschwiller,none,68013,P05800934,DT68-05642,Oberwiller,canton,territoire d’Attenschwiller,68013,communes_fuzzy,,,,,
PO7-00184,Attenschwiller,none,68013,P33125341,DT68-05460,Niederwiller,canton,territoire d’Attenschwiller,68013,communes_fuzzy,,,,,
PO7-00185,Attignat Oncin,none,73022,,,,,,,nulle,Savoie,73,Échelles,dpt_exact,     Attignat Oncin     Savoie     con des Échelles       Attignas  Sanctus Ursus  239 b    
PO7-00186,Aubenas,none,07019,P91134753,DT07-00195,Anclas,porte,commune d’Aubenas,07019,communes_fuzzy,,,,,
PO7-00186,Aubenas,none,07019,P48022666,DT07-03246,Chapelle Aubenas,commune,canton d’Aubenas,07019,communes_fuzzy,,,,,
PO7-00186,Aubenas,none,07019,P21792323,DT07-04753,Coutellas,hameau,commune d’Aubenas,07019,communes_fuzzy,,,,,
PO7-00186,Aubenas,none,07019,P17895531,DT07-11665,Pont Aubenas,hameau,commune d’Aubenas,07019,communes_fuzzy,,,,,
PO7-00186,Aubenas,none,07019,P47022640,DT07-00481,Auzon,ruisseau,commune d’Aubenas,07019,communes_fuzzy,,,,,
PO7-00187,Aubenasson,none,26015,,,,,,,nulle,Drôme,26,Saillans,dpt_exact,     Aubenasson     Drôme     con de Saillans       Albanassium  capellanus  431 c      Albenacium  Sancta Maria  434 a      Albenassonum  prior  428 g      Albennacium  Sanctus Johannes  prior  424 b    
PO7-00188,Auberives,none,38018,,,,,,,nulle,Isère,38,Pont-en-Royans,dpt_fuzzy,     Auberives     Isère     con de Pont en Royans       Alba Ripa  eccl   375 h  378 c      Alba Rippa  capellanus  384 d  398 e    
PO7-00189,Aubignas,none,07020,P61706314,DT07-00410,Aulagnet,ruisseau,commune d’Aubignas,07020,communes_fuzzy,,,,,
PO7-00189,Aubignas,none,07020,P28299618,DT07-00436,Aunas,hameau,commune d’Aubignas,07020,communes_fuzzy,,,,,
PO7-00189,Aubignas,none,07020,P36727085,DT07-00437,Aunas,ruisseau,commune d’Aubignas,07020,communes_fuzzy,,,,,
PO7-00191,Aubres,none,26016,P24950127,DT26-00264,Aubres,ruisseau,commune d’Aubres,26016,communes_exact,,,,,
PO7-00192,Aubres,Valdrôme,26361,P20773126,DT26-00263,Aubres,ferme,commune de Valdrôme,26361,localisationco_exact,,,,,
PO7-00193,Aucelon,none,26017,P89614224,DT26-07659,Nivelon,ravin,commune d’Aucelon,26017,communes_fuzzy,,,,,
PO7-00194,Audeux,none,25030,,,,,,,nulle,Doubs,25,none,dpt_exact,     Audeux     Doubs     arr  de Besançon       Adoia  eccl   8 c      Aduye  eccl   3 a      Audeul  eccl   65 a  70 d      Audue  capellanus  39 c      Audus  eccl   30 c    
PO7-00195,Audifret,Teyssières,26350,P19439351,DT26-00020,Adret Lionne,quartier,commune de Teyssières,26350,localisationco_fuzzy,,,,,
PO7-00195,Audifret,Teyssières,26350,P79693155,DT26-00277,Audefred,château ruiné et quartier,commune de Teyssières,26350,localisationco_fuzzy,,,,,
PO7-00197,Augicourt,none,70035,,,,,,,nulle,Haute-Saône,70,Combeaufontaine,dpt_exact,     Augicourt     Haute Saône     con de Combeaufontaine       Augecour  capellanus  53 a      Augicourt  eccl   87 f      Egegort  eccl   32 f    
PO7-00199,Aumont,none,39028,,,,,,,nulle,Jura,39,Poligny,dpt_exact,     Aumont     Jura     con de Poligny       Altus Mons  capellanus  42 c  eccl   73 d      Chamons  eccl   15 d      Hamons  15 var  a    
PO7-00200,Aurel,none,26019,P30351949,DT26-00303,Aurel,ruisseau,commune d’Aurel,26019,communes_exact,,,,,
PO7-00201,Auribel,Pradelle,26254,P00351308,DT26-00305,Auribel,ruines,commune de Pradelles,26254,localisationco_exact,,,,,
PO7-00202,Aurillac,none,15014,P42790132,DT15-00133,Alguerie,domaine ruiné,commune d’Aurillac,15014,communes_fuzzy,,,,,
PO7-00202,Aurillac,none,15014,P42627667,DT15-08400,Guillou,domaine ruiné,commune d’Aurillac,15014,communes_fuzzy,,,,,
PO7-00202,Aurillac,none,15014,P19857104,DT15-05719,Durbac,domaine ruiné,commune d’Aurillac,15014,communes_fuzzy,,,,,
PO7-00202,Aurillac,none,15014,P72753223,DT15-13157,Reilhac,chef-lieu de commune,canton sud d'Aurillac,15014,communes_fuzzy,,,,,
PO7-00202,Aurillac,none,15014,P40696762,DT15-13747,Roque Bouillac,domaine ruiné,commune d’Aurillac,15014,communes_fuzzy,,,,,
PO7-00202,Aurillac,none,15014,P98303136,DT15-15684,Valriac,domaine ruiné,commune d’Aurillac,15014,communes_fuzzy,,,,,
PO7-00203,Auriolles,none,07207,P83618195,DT07-01880,Bourbouillet,fontaine et domaine,commune de Saint-Alban-sous-Sampzon,07207,communes_fuzzy,,,,,
PO7-00203,Auriolles,none,07207,P69758067,DT07-07260,Graveyrolle,hameau,commune de Saint-Alban-sous-Sampzon,07207,communes_fuzzy,,,,,
PO7-00203,Auriolles,none,07207,P55233402,DT07-15278,Trouilleres,hameau,commune de Saint-Alban-sous-Sampzon,07207,communes_fuzzy,,,,,
PO7-00204,Auriples,none,26020,P50913429,DT26-08067,Peage Auriple,"village, chef-lieu",commune d’Auriple,26020,communes_fuzzy,,,,,
PO7-00205,Auris,none,38020,,,,,,,nulle,Isère,38,Bourg-d’Oisans,dpt_exact,     Auris     Isère     con du Bourg d Oisans       Aurii in Auxentio  Oysencio  capellanus  381 b  393 d    
PO7-00206,Aussois,none,73023,,,,,,,nulle,Savoie,73,Modane,dpt_exact,     Aussois     Savoie     con de Modane       Aucesium  capellanus  460 g      Auczesium  curatus  466 b    
PO7-00207,Authoison,none,70038,,,,,,,nulle,Haute-Saône,70,Montbozon,dpt_exact,     Authoison     Haute Saône     con de Montbozon       Atoison  capellanus  56 b      Aulthoison  eccl   89 d      Autoson  eccl   21 e    
PO7-00208,Authumes,none,71013,,,,,,,nulle,Saône-et-Loire,71,Pierre,dpt_exact,     Authumes     Saône et Loire     con de Pierre       Athuma  capellanus  47 e      Authuma  eccl   79 e      Autume  eccl   27 l    
PO7-00209,Autichamp,none,26021,,,,,,,nulle,Drôme,26,Crest,dpt_exact,     Autichamp     Drôme     con de Crest       Alticampus  capellanus  402 d  413 b  prior  402 d  412 g    
PO7-00211,Autoreille,none,70039,,,,,,,nulle,Haute-Saône,70,Gy,dpt_exact,     Autoreille     Haute Saône     con de Gy       Alta Aura  capelianus  50 c  eccl   84 c      Autonroille  eccl   32 b    
PO7-00212,Autrans,none,38021,,,,,,,nulle,Isère,38,Villard-de-Lans,dpt_exact,     Autrans     Isère     con de Villard de Lans       Austran  eccl   375 c      Ostranz  capellanus  384 c      Oustrant  capellanus  398 c    
PO7-00213,Autun,none,71014,P30390779,DT71-00174,Antully,commune,canton d’Autun-sud,71014,communes_fuzzy,,,,,
PO7-00213,Autun,none,71014,P24318058,DT71-17571,Sauturne,lieu détruit,commune d’Autun,71014,communes_fuzzy,,,,,
PO7-00213,Autun,none,71014,P96658314,DT71-17353,Quentin,anc. paroisse,commune d’Autun,71014,communes_fuzzy,,,,,
PO7-00214,Auxange,none,39031,,,,,,,nulle,Jura,39,Gendrey,dpt_exact,     Auxange     Jura     con de Gendrey       Assanges  capellanus  48 c      Assenges  eccl   18 d      Auxanges  eccl   3 a  65 b  180 f    
PO7-00215,Auxon,none,70044,,,,,,,nulle,Haute-Saône,70,Port-sur-Saône,dpt_exact,     Auxon     Haute Saône     con de Port sur Saône       Auxon  capellanus  55 e  eccl   91 a    
PO7-00216,Auxon,none,25034,,,,,,,nulle,Doubs,25,Audeux,dpt_exact,     Auxon Dessous     Doubs     con d Audeux       Asson  prebenda  3 c      Auxon  capellanus  40 e  eccl   69 d    
PO7-00217,Auxonne,none,21038,,,,,,,nulle,Côte-d’Or,none,none,nodpt_fuzzy,     Auxonne     Côte d Or     arr  de Dijon       Aussona  eccl   18 e      Auxona  capellanus  48 g  eccl   81 c    
