article,output6.xml,DT07.xml
DT07-00981,commune de Saint-Désirat.,commune de St Désirat.
DT07-00982,commune de Saint-Montan.,commune de St Montan.
DT07-00985,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-00986,commune de Saint-Montan.,commune de St Montan.
DT07-00987,commune de Saint-Thomé,commune de St Thomé
DT07-00990,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-00995,commune de Saint-André-Lachamp,commune de St André Lachamp
DT07-00996,commune de La Souche.,commune de la Souche.
DT07-00997,commune de Labastide-de-Juvinas,commune de la Bastide de Juvinas
DT07-01002,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-01004,canton de La Voulte,canton de la Voulte
DT07-01008,commune de Saint-André-en-Vivarais,commune de St André en Vivarais
DT07-01009,commune de Saint-André-en-Vivarais,commune de St André en Vivarais
DT07-01010,commune de Saint-André-en-Vivarais,commune de St André en Vivarais
DT07-01011,commune de Saint-Péray,commune de St Péray
DT07-01012,commune de Saint-Péray.,commune de St Péray.
DT07-01013,commune de Saint-Victor.,commune de St Victor.
DT07-01014,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-01016,commune de Saint-Félicien.,commune de St Félicien.
DT07-01017,commune de Lafigère,commune de la Figère
DT07-01018,commune de Saint-Romain-de-Lerps,commune de St Romain de Lerps
DT07-01022,commune de Saint-Jeure-d’Ay.,commune de St Jeure d'Ay.
DT07-01025,commune de Saint-Sylvestre,commune de St Sylvestre
DT07-01026,commune de Saint-Laurent-du-Pape.,commune de St Laurent du Pape.
DT07-01029,commune de Saint-Martial.,commune de St Martial.
DT07-01030,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-01031,commune de Saint-Agrève.,commune de St Agrève.
DT07-01034,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-01035,commune de Saint-Pierre-la-Roche.,commune de St Pierre la Roche.
DT07-01036,commune de Labatie-d’Andaure.,commune de la Batie d'Andaure.
DT07-01039,commune de Désaignes.,commune de Desaignes.
DT07-01043,commune de Saint-Cyr.,commune de St Cyr.
DT07-01044,commune de Saint-Agrève.,commune de St Agrève.
DT07-01045,commune de Saint-Péray.,commune de St Péray.
DT07-01046,commune de Saint-Remèze.,commune de St Remèze.
DT07-01050,commune de Vals-les-Bains.,commune de Vals.
DT07-01054,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-01057,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-01058,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-01059,commune de Saint-Péray.,commune de St Péray.
DT07-01063,commune de Saint-Félicien,commune de St Félicien
DT07-01065,commune de Bozas,commune de Bosas
DT07-01066,canton de Saint-Pierreville,canton de St Pierreville
DT07-01068,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-01069,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-01070,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-01071,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-01074,commune de Saint-Félicien.,commune de St Félicien.
DT07-01075,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-01078,commune de Désaignes.,commune de Desaignes.
DT07-01080,commune de Saint-Basile,commune de St Basile
DT07-01085,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-01086,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-01087,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-01092,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-01099,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-01100,commune de Désaignes,commune de Desaignes
DT07-01104,commune de Désaignes,commune de Desaignes
DT07-01110,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-01111,commune de Saint-Julien-Vocance.,commune de St Julien Vocance.
DT07-01112,commune de Saint-Just.,commune de St Just.
DT07-01113,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
DT07-01114,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-01118,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-01120,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-01122,commune de Saint-Victor,commune de St Victor
DT07-01124,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-01125,commune de Saint-Michel-de-Boulogne.,commune de St Michel de Boulogne.
DT07-01126,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-01128,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-01130,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-01131,commune de Saint-Étienne-de-Boulogne.,commune de St Étienne de Boulogne.
DT07-01132,commune de Saint-Montan.,commune de St Montan.
DT07-01135,commune de Saint-Basile,commune de St Basile
DT07-01137,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-01148,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-01149,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-01152,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-01154,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-01156,commune de Saint-Priest.,commune de St Priest.
DT07-01157,commune de Saint-Maurice-d’Ibie,commune de St Maurice d'Ibie
DT07-01164,commune de Saint-Mélany.,commune de St Mélany.
DT07-01165,commune de Lavillatte.,commune de la Villatte.
DT07-01168,commune de Saint-Andéol-de-Vals,commune de St Andéol de Vals
DT07-01169,commune de Saint-Lager-Bressac.,commune de St Lager Bressac.
DT07-01171,commune de Saint-André-en-Vivarais.,commune de St André en Vivarais.
DT07-01172,commune de Saint-Jean-Roure,commune de St Jean Roure
DT07-01173,commune de Désaignes.,commune de Desaignes.
DT07-01174,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-01176,commune de Saint-Romain-d’Ay,commune de St Romain d'Ay
DT07-01178,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-01180,commune de Saint-Michel-de-Chabrillanoux.,commune de St Michel de Chabrillanoux.
DT07-01181,commune de Lafarre,commune de la Farre
DT07-01182,commune de Saint-Jacques-d’Atticieux.,commune de St Jacques d'Atticieux.
DT07-01184,commune de La Souche,commune de la Souche
DT07-01187,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-01188,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-01194,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-01196,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-01198,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-01199,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-01206,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-01207,commune de Saint-Victor.,commune de St Victor.
DT07-01209,commune de Saint-Lager-Bressac,commune de St Lager Bressac
DT07-01211,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-01212,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-01213,commune de Saint-Laurent-du-Pape.,commune de St Laurent du Pape.
DT07-01218,commune de Saint-Basile,commune de St Basile
DT07-01224,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-01230,commune de Sainte-Eulalie,commune de St Eulalie
DT07-01231,commune de Saint-Laurent-les-Bains.,commune de St Laurent les Bains.
DT07-01232,commune de Saint-Étienne-de-Serre.,commune de St Étienne de Serre.
DT07-01235,commune de Saint-Agrève.,commune de St Agrève.
DT07-01237,commune de Colombier-le-Jeune.,commune de Colombier le Jeune.
DT07-01240,commune de Saint-Marcel-d’Ardèche.,commune de St Marcel d'Ardèche.
DT07-01242,commune de Sagnes-et-Goudoulet,commune de Sagnes et Goudoulet
DT07-01243,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-01250,commune de La Rochette.,commune de la Rochette.
DT07-01253,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-01258,commune de Saint-Agrève,commune de St Agrève
DT07-01260,commune de Saint-André-Lachamp,commune de St André Lachamp
DT07-01264,commune de La Voulte.,commune de la Voulte.
DT07-01274,commune de Saint-Agrève.,commune de St Agrève.
DT07-01276,canton de Villeneuve-de-Berg,canton de Villeneuve de Berg
DT07-01278,commune de Saint-Basile,commune de St Basile
DT07-01279,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-01281,commune de Saint-Symphorien-de-Mahun.,commune de St Symphorien de Mahun.
DT07-01283,commune de Saint-Félicien,commune de St Félicien
DT07-01285,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-01286,canton de Vallon-Pont-d’Arc,canton de Vallon Pont d'Arc
DT07-01289,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-01291,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-01299,commune de Saint-Martial,commune de St Martial
DT07-01301,commune d’Usclades-et-Rieutord.,commune d'Usclades.
DT07-01305,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-01306,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-01307,commune de Saint-Clément.,commune de St Clément.
DT07-01308,commune de Saint-Félicien.,commune de St Félicien.
DT07-01309,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-01310,commune de Saint-Prix,commune de St Prix
DT07-01311,commune de Saint-Romain-de-Lerps.,commune de St Romain de Lerps.
DT07-01315,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-01316,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-01318,commune de Saint-André-en-Vivarais,commune de St André en Vivarais
DT07-01319,commune de Saint-Pierre-sur-Doux,commune de St Pierre sur Doux
DT07-01326,commune de Saint-Andéol-de-Fourchades,commune de St Andéol de Fourchades
DT07-01329,commune de Saint-Victor,commune de St Victor
DT07-01330,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-01332,commune de Saint-Andéol-de-Berg.,commune de St Andéol de Berg.
DT07-01335,commune de Saint-Péray.,commune de St Péray.
DT07-01337,commune de Saint-Joseph-des-Bancs.,commune de St Joseph des Bancs.
DT07-01344,commune de Saint-Basile.,commune de St Basile.
DT07-01348,commune de Saint-Jean-le-Centenier.,commune de St Jean le Centenier.
DT07-01349,commune de Saint-Genest-Lachamp,commune de St Genest Lachamp
DT07-01350,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-01351,commune de Saint-Michel-de-Boulogne.,commune de St Michel de Boulogne.
DT07-01352,canton de Bourg-Saint-Andéol,canton de Bourg St Andéol
DT07-01355,commune de La Souche.,commune de la Souche.
DT07-01356,commune de Vals-les-Bains.,commune de Vals.
DT07-01357,commune de Saint-Félicien,commune de St Félicien
DT07-01361,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-01364,commune de Saint-Julien-du-Serre.,commune de St Julien du Serre.
DT07-01365,commune de Saint-Romain-de-Lerps.,commune de St Romain de Lerps.
DT07-01370,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-01372,commune de Saint-Romain-d’Ay,commune de St Romain d'Ay
DT07-01377,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-01380,commune de Saint-Fortunat,commune de St Fortunat
DT07-01382,commune de Saint-Péray,commune de St Péray
DT07-01383,commune de Saint-Remèze.,commune de St Remèze.
DT07-01385,commune de Saint-Symphorien-de-Mahun.,commune de St Symphorien de Mahun.
DT07-01386,commune de Saint-Basile.,commune de St Basile.
DT07-01390,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-01391,commune de Saint-Michel-de-Boulogne.,commune de St Michel de Boulogne.
DT07-01393,commune de Saint-Martin-sur-Lavezon.,commune de St Martin sur Lavezon.
DT07-01394,commune de La Voulte,commune de la Voulte
DT07-01406,commune de Désaignes,commune de Desaignes
DT07-01408,commune de Saint-Joseph-des-Bancs.,commune de St Joseph des Bancs.
DT07-01409,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-01410,commune de Saint-Michel-de-Boulogne.,commune de St Michel de Boulogne.
DT07-01411,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-01413,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-01415,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-01416,commune de Saint-Julien-en-Saint-Alban.,commune de St Julien en St Alban.
DT07-01422,commune de Saint-Alban-sous-Sampzon.,commune de St Alban sous Sampzon.
DT07-01423,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-01424,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-01436,commune de Saint-Cierge-sous-le-Cheylard.,commune de St Cierge sous le Cheylard.
DT07-01437,commune de Saint-Pons.,commune de St Pons.
DT07-01439,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-01442,commune de Saint-Pierre-sur-Doux,commune de St Pierre sur Doux
DT07-01444,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-01445,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-01447,commune de Saint-Sernin.,commune de St Sernin.
DT07-01448,commune de Saint-Victor.,commune de St Victor.
DT07-01449,commune de Bozas,commune de Bosas
DT07-01450,commune de Désaignes.,commune de Desaignes.
DT07-01452,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-01457,commune de Saint-Étienne-de-Serre,commune de St Étienne de Serre
DT07-01460,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-01462,commune de Saint-Lager-Bressac,commune de St Lager Bressac
DT07-01467,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-01469,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-01472,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-01476,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-01478,commune de Saint-Jean-de-Muzols.,commune de St Jean de Muzols.
DT07-01479,commune de Saint-Marcel-lès-Annonay.,commune de St Marcel les Annonay.
DT07-01482,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-01483,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-01484,commune de Saint-Vincent-de-Durfort,commune de St Vincent de Durfort
DT07-01486,commune de Pont-de-Labeaume,commune de Pont de Labeaume
DT07-01487,commune de La Voulte.,commune de la Voulte.
DT07-01490,commune de Saint-Étienne-de-Fontbellon,commune de St Étienne de Fontbellon
DT07-01493,commune de Saint-Étienne-de-Boulogne,commune de St Étienne de Boulogne
DT07-01494,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-01495,commune de Saint-Victor.,commune de St Victor.
DT07-01496,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-01497,commune de Labatie-d’Andaure.,commune de la Batie d'Andaure.
DT07-01506,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-01507,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-01509,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-01511,commune de Sainte-Eulalie,commune de St Eulalie
DT07-01512,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-01514,commune de Saint-Andéol-de-Fourchades,commune de St Andéol de Fourchades
DT07-01517,commune de Bozas.,commune de Bosas.
DT07-01519,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-01520,commune de Saint-Victor,commune de St Victor
DT07-01523,commune de Saint-Étienne-de-Fontbellon,commune de St Étienne de Fontbellon
DT07-01524,commune de Saint-Jean-Roure,commune de St Jean Roure
DT07-01526,commune de Saint-Georges-les-Bains,commune de St Georges les Bains
DT07-01530,commune de Désaignes,commune de Desaignes
DT07-01534,commune de Saint-Victor,commune de St Victor
DT07-01538,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-01539,commune de Colombier-le-Jeune,commune de Colombier le Jeune
DT07-01545,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-01548,commune de Saint-Étienne-de-Valoux,commune de St Étienne de Valoux
DT07-01549,commune de Saint-Jean-le-Centenier au lieu de ,commune de St Jean le Centenier au lieu de 
DT07-01563,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-01564,commune de Cellier-du-Luc.,commune de Cellier du Luc.
DT07-01567,commune de Saint-Félicien.,commune de St Félicien.
DT07-01575,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-01576,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-01578,commune de Saint-Martin-de-Valamas.,commune de St Martin de Valamas.
DT07-01579,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-01581,commune d’Usclades-et-Rieutord,commune d'Usclades
