article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO9-03015,Ortizet,Ortizet,Requista,Réquista,Réquista,Requista (12197),,,,,,,nulle,Aveyron,12,Réquista,dpt_exact,     Ortizet     Aveyron     con de Réquista     cne de Réquista       Ortiset  prioratus et cura  319 d      Ortizetum  279 f  290 d    
PO9-03016,Orval,Orval,none,none,Orval,Orval (18172),,,,,,,nulle,Cher,18,Saint-Amand-Montrond,dpt_exact,     Orval     Cher     con de Saint Amand Montrond       Orval  152 i      Aurea Vallis  123 c  capellanus  30 c  80 d    
PO9-03017,Orville,Orville,none,none,Orville,Orville (36147),,,,,,,nulle,Indre,36,Saint-Christophe-de-Bazelle,dpt_exact,     Orville     Indre     con de Saint Christophe de Bazelle       Orville  143 k      Orvilla  126 g  capellanus  96 g    
PO9-03018,Osmery,Osmery,none,none,Osmery,Osmery (18173),,,,,,,nulle,Cher,18,Dun-sur-Auron,dpt_exact,     Osmery     Cher     con de Dun sur Auron       Domeracus  preceptor  100 d      Homeriacus  domus Templi  23 b      Omeriacus  133 a  capellanus  75 c      Omery  150 a      Umri  capellanus  37 b    
PO9-03019,Osmoy,Osmoy,none,none,Osmoy,Osmoy (18174),,,,,,,nulle,Cher,18,Baugy,dpt_exact,     Osmoy     Cher     con de Baugy       Omeyum  capellanus  28 a  61 a      Omoy  141 f      Omoyum  capellanus  108 g      Ulmeium  6 a    
PO9-03020,Ouche,Ouche,Premilhat,Prémilhat,Prémilhat,Premilhat (03211),,,,,,,nulle,Allier,03,Montluçon-ouest,dpt_exact,     Ouche     Allier     con de Montluçon ouest     cne de Prémilhat       Ochie  129 f      Olchie  capellanus  98 g      Osches  147 f      Oucha  capellanus  33 b    
PO9-03021,Oulches,Oulches,none,none,Oulches,Oulches (36148),,,,,,,nulle,Indre,36,Saint-Gaultier,dpt_exact,     Oulches     Indre     con de Saint Gaultier       Olchie  111 e  capellanus  87 e      Osches  145 f    
PO9-03022,Ourouer Bourdelins,Ourouër-les-Bourdelins,none,none,Ourouer-les-Bourdelins,Ourouer les Bourdelins (18175),,,,,,,nulle,Cher,18,Nérondes,dpt_exact,     Ourouër les Bourdelins     Cher     con de Nérondes       Oratorium  150 k  capellanus  36 h  75 b  prioratus  23 b      Oratorium camberarii  prior  83 e      Oratorium camerarii  133 b    
PO9-03023,Ouyre,Ouyre,Camares,Camarès,Camarès,Camares (12044),,,,,,,nulle,Aveyron,12,Camarès,dpt_exact,     Ouyre     Aveyron     con de Camarès     cne de Camarès       Oyra  vicaria perpetua  350 b    
PO9-03024,Pachins,Pachins,Vaureilles,Vaureilles,Vaureilles,Vaureilles (12290),,,,,,,nulle,Aveyron,12,Montbazens,dpt_exact,     Pachins     Aveyron     con de Montbazens     cne de Vaureilles       Pachins  284 f  297 g  prioratus et cura Sancti Michaelis  319 d    
PO9-03025,Padies,Padiès,none,none,Padiès,Padies (81199),,,,,,,nulle,Tarn,81,Valence-d’Albigeois,dpt_exact,     Padiès     Tarn     con de Valence d Albigeois       Padiers  358 a    
PO9-03026,Padirac,Padirac,none,none,Padirac,Padirac (46213),,,,,,,nulle,Lot,46,Gramat,dpt_exact,     Padirac     Lot     con de Gramat       Padiracus  450 c    
PO9-03027,Pageas,Pageas,none,none,Pageas,Pageas (87112),,,,,,,nulle,Haute-Vienne,87,Châlus,dpt_exact,     Pageas     Haute Vienne     con de Châlus       Pagas  capellanus  499 e    
PO9-03028,Paillardan,Paillardan,Saint Aignan,Saint-Aignan,Saint-Aignan,Saint Aignan (41198),,,,,,,nulle,Loir-et-Cher,41,Saint-Aignan,dpt_exact,     Paillardan     Loir et Cher     con de Saint Aignan     cne de Saint Aignan       Paillardanum  prioratus  140 c    
PO9-03029,Paillas,Paillas,Lalbenque,Lalbenque,Lalbenque,Lalbenque (46148),,,,,,,nulle,Lot,46,Lalbenque,dpt_exact,     Paillas     Lot     con de Lalbenque     cne de Lalbenque       Palhas  capellanus  421 c      Palhars  capellania Sancte Crucis  466 c    
PO9-03030,Palais,Palais,Thauron,Thauron,Thauron,Thauron (23253),,,,,,,nulle,Creuse,23,Pontarion,dpt_exact,     Palais  Le      Creuse     con de Pontarion     cne de Thauron       Palatium  abbas et conventus  522 e    
PO9-03031,Palais Vienne,Palais-sur-Vienne,none,none,Palais-sur-Vienne,Palais sur Vienne (87113),,,,,,,nulle,Haute-Vienne,87,Limoges-est,dpt_exact,     Palais sur Vienne  Le      Haute Vienne     con de Limoges est       Palacium prope Lemovicas  507 c    
PO9-03032,Palhers,Palhers,none,none,Palhers,Palhers (48107),,,,,,,nulle,Lozère,48,Marvejols,dpt_exact,     Palhers     Lozère     con de Marvejols       Palhiers  538 f      Paliers  commandeur  prieuré  cure  556 d    
PO9-03033,Palisse,Palisse,none,none,Palisse,Palisse (19157),,,,,,,nulle,Corrèze,19,Neuvic,dpt_exact,     Palisse     Corrèze     con de Neuvic       Palissas  capellanus  488 c    
PO9-03034,Palluau Indre,Palluau-sur-Indre,none,none,Palluau-sur-Indre,Palluau sur Indre (36149),,,,,,,nulle,Indre,36,Châtillon-sur-Indre,dpt_exact,     Palluau sur Indre     Indre     con de Châtillon sur Indre       Paladusum  capitulum et priores  45 d      Palludelum  prioratus Sancti Laurentii  136 f      Paludellum  prebende  5 a  prior monachus  21 b  prior regularis  67 b  prior  capitulum et vicarii  102 a    
PO9-03035,Palmas,Palmas,none,none,Palmas,Palmas (12177),,,,,,,nulle,Aveyron,12,Laissac,dpt_exact,     Palmas     Aveyron     con de Laissac       Palmas  prioratus  rectoria sancti Vincentii  320 a      Palmassium  277 a    
PO9-03036,Pampelonne,Pampelonne,none,none,Pampelonne,Pampelonne (81201),,,,,,,nulle,Tarn,81,Albi,dpt_exact,     Pampelonne     Tarn     con d Albi     arrt d Albi       Pampelonne  recteur  385 d    
PO9-03037,Panat,Panat,Clairvaux,Clairvaux,,Clairvaux Aveyron (12066) - Clairvaux-d'Aveyron,,,,,,,nulle,Aveyron,12,Marcillac-Vallon,dpt_fuzzy,     Panat     Aveyron     con de Marcillac Vallon     cne de Clairvaux       Panat  prioratus Sancti Juliani  320 a      Panatum  278 a  297 e  299 b    
PO9-03038,Panazol,Panazol,none,none,Panazol,Panazol (87114),,,,,,,nulle,Haute-Vienne,87,Limoges-sud,dpt_exact,     Panazol     Haute Vienne     con de Limoges sud       Panasolium  capellanus  497 d    
PO9-03039,Pandrignes,Pandrignes,none,none,Pandrignes,Pandrignes (19158),,,,,,,nulle,Corrèze,19,Tulle-sud,dpt_exact,     Pandrignes     Corrèze     con de Tulle sud       Pandrinha  capellanus  489 b      Pandrinia  528 b    
PO9-03040,Panens,Panens,Mouzieys Panens,Mouzieys-Panens,Mouzieys-Panens,Mouzieys Panens (81191),,,,,,,nulle,Tarn,81,Cordes,dpt_exact,     Panens     Tarn     con de Cordes     cne de Mouzieys Panens       Panenchis  370 a      Panenx  358 f  recteur  384 b    
PO9-03041,Panouse,Panouse,none,none,Panouse,Panouse (48108),,,,,,,nulle,Lozère,48,Grandrieu,dpt_exact,     Panouse  La      Lozère     con de Grandrieu       Panouse  La   prieuré  cure  562 a      Panusia  536 g  546 d    
PO9-03042,Parade,Parade,none,none,,Hures Parade (48074) - Hures-la-Parade,,,,,,,nulle,Lozère,48,Meyrueis,dpt_fuzzy,     Parade  La      Lozère     con de Meyrueis       Parade  La   prieuré  cure  557 a      Parada  539 e  543 e    
PO9-03043,Parassy,Parassy,none,none,Parassy,Parassy (18176),,,,,,,nulle,Cher,18,Aix-d’Angillon,dpt_exact,     Parassy     Cher     con des Aix d Angillon       Parraciacus  108 b  capellanus  60 b      Parracy  141 e      Perreciacus  capellanus  52 c    
PO9-03044,Paray Briailles,Paray-sous-Briailles,none,none,Paray-sous-Briailles,Paray sous Briailles (03204),,,,,,,nulle,Allier,03,Saint-Pourçain-sur-Sioule,dpt_exact,     Paray sous Briailles     Allier     con de Saint Pourçain sur Sioule       Parey  prior  171 c    
PO9-03045,Pardines,Pardines,none,none,Pardines,Pardines (63268),,,,,,,nulle,Puy-de-Dôme,63,Issoire,dpt_exact,     Pardines     Puy de Dôme     con d Issoire       Pardinas  155 c  201 c    
PO9-03046,Parentignat,Parentignat,none,none,Parentignat,Parentignat (63270),,,,,,,nulle,Puy-de-Dôme,63,Sauxillanges,dpt_exact,     Parentignat     Puy de Dôme     con de Sauxillanges       Parentinhat  200 c    
PO9-03047,Parisot,Parisot,none,none,Parisot,Parisot (81202),,,,,,,nulle,Tarn,81,Lisle-sur-Tarn,dpt_exact,     Parisot     Tarn     con de Lisle sur Tarn       Parisot  recteur  389 b    
PO9-03048,Parisot,Parisot,none,none,Parisot,Parisot (82137),,,,,,,nulle,Tarn-et-Garonne,82,Saint-Antonin,dpt_exact,     Parisot     Tarn et Garonne     con de Saint Antonin       Parisot  prioratus et rectoria Sancti Andeoli  320 a      Parisius  285 b  300 e    
PO9-03049,Parlan,Parlan,none,none,Parlan,Parlan (15147),,,,,,,nulle,Cantal,15,Saint-Mamet-la-Salvetat,dpt_exact,     Parlan     Cantal     con de Saint Mamet la Salvetat       Parlan  254 d  272 d    
PO9-03050,Parnac,Parnac,none,none,Parnac,Parnac (36150),,,,,,,nulle,Indre,36,Saint-Benoît-du-Sault,dpt_exact,     Parnac     Indre     con de Saint Benoît du Sault       Parnac  145 m  capellanus  49 e      Parnacus  110 f      Pernac  capellanus  56 c      Pernacus  capellanus  66 c    
PO9-03051,Parnac,Parnac,none,none,Parnac,Parnac (46214),,,,,,,nulle,Lot,46,Luzech,dpt_exact,     Parnac     Lot     con de Luzech       Parnacus  432 a  capellanus  407 b    
PO9-03052,Parnay,Parnay,none,none,Parnay,Parnay (18177),,,,,,,nulle,Cher,18,Dun-sur-Auron,dpt_exact,     Parnay     Cher     con de Dun sur Auron       Esparnayum  prior  85 a      Parnacus  prioratus  29 g      Parnay  152 c      Parnayum  capellanus  29 d  95 a      Parneya  124 b    
PO9-03053,Parpecay,Parpeçay,none,none,Parpeçay,Parpecay (36151),,,,,,,nulle,Indre,36,Saint-Christophe-en-Bazelle,dpt_exact,     Parpeçay     Indre     con de Saint Christophe en Bazelle       Parpecay  capellanus  41 b      Parperay  151 g      Perpecayum  14 b      Parpeceyum  139 d      Perpeceyum  capellanus  104 b    
PO9-03054,Parsac,Parsac,none,none,Parsac,Parsac (23149),,,,,,,nulle,Creuse,23,Jarnages,dpt_exact,     Parsac     Creuse     con de Jarnages       Parciacus  prior  482 c    
PO9-03055,Pas,Pas,Druelle,Druelle,Druelle,Druelle (12090),,,,,,,nulle,Aveyron,12,Rodez,dpt_exact,     Pas  Le      Aveyron     con de Rodez     cne de Druelle       Passus  hospitale  dompnus  302 a    
PO9-03056,Paslieres,Paslières,none,none,Paslières,Paslieres (63271),,,,,,,nulle,Puy-de-Dôme,63,Châteldon,dpt_exact,     Paslières     Puy de Dôme     con de Châteldon       Palheyras  191 b    
PO9-03057,Passat,Passat,Saint Victor,Saint-Victor,Saint-Victor,Saint Victor (03262),,,,,,,nulle,Allier,03,Montluçon-est,dpt_exact,     Passat     Allier     con de Montluçon est     cne de Saint Victor       Pacacus  prior  78 d    
PO9-03058,Paudy,Paudy,none,none,Paudy,Paudy (36152),,,,,,,nulle,Indre,36,Issoudun-nord,dpt_exact,     Paudy     Indre     con d Issoudun nord       Paudiacus  capellanus  55 b  70 d      Paudy  70 d      Podiacus  126 a    
PO9-03059,Paulhac,Paulhac,none,none,Paulhac,Paulhac (15148),,,,,,,nulle,Cantal,15,Saint-Flour-sud,dpt_exact,     Paulhac     Cantal     con de Saint Flour sud       Paulhac  160 b      Paulhacus  247 c      Paulhiacus  curatus  269 g    
PO9-03060,Paulhac,Paulhac,Verfeil,Verfeil,Verfeil,Verfeil (82191),,,,,,,nulle,Tarn-et-Garonne,82,Saint-Antonin,dpt_exact,     Paulhac     Tarn et Garonne     con de Saint Antonin     cne de Verfeil       Paulhacus  295 e      Polhacus  305 a    
PO9-03061,Paulhac Margeride,Paulhac-en-Margeride,none,none,Paulhac-en-Margeride,Paulhac en Margeride (48110),,,,,,,nulle,Lozère,48,Malzieu-Ville,dpt_exact,     Paulhac en Margeride     Lozère     con du Malzieu Ville       Pauliac  prieuré  cure  559 a    
PO9-03062,Paulhaguet,Paulhaguet,none,none,Paulhaguet,Paulhaguet (43148),,,,,,,nulle,Haute-Loire,43,Brioude,dpt_exact,     Paulhaguet     Haute Loire     con de Brioude     arrt de Brioude       Paulhaguetum  274 e  cura  259 b  priorissa  259 b  266 d    
PO9-03063,Paulhe,Paulhe,none,none,Paulhe,Paulhe (12178),,,,,,,nulle,Aveyron,12,Millau,dpt_exact,     Paulhe     Aveyron     con de Millau       Paule  prior  334 e  342 g      Paulhe  prioratus  vicaria  350 d  prior Sancti Amantii  337 b    
PO9-03064,Paulhenc,Paulhenc,none,none,Paulhenc,Paulhenc (15149),,,,,,,nulle,Cantal,15,Pierrefort,dpt_exact,     Paulhenc     Cantal     con de Pierrefort       Paulhenc  159 c      Paulhencum  265 b  271 b  curatus  269 d  prior  vicaria  244 b    
PO9-03065,Pauliac,Pauliac,Prudhomat,Prudhomat,Prudhomat,Prudhomat (46228),,,,,,,nulle,Lot,46,Bretenoux,dpt_exact,     Pauliac     Lot     con de Bretenoux     cne de Prudhomat       Paulhacus  prior  446 c      Prolhacus  450 c    
PO9-03066,Pauliat,Pauliat,Billom,Billom,Billom,Billom (63040),,,,,,,nulle,Puy-de-Dôme,63,Billom,dpt_exact,     Pauliat     Puy de Dôme     con de Billom     cne de Billom       Paulhacus  prior  215 e    
PO9-03067,Paulin,Paulin,none,none,Paulin,Paulin (24317),,,,,,,nulle,Dordogne,24,Salignac,dpt_exact,     Paulin     Dordogne     con de Salignac       Paulinh  capellanus  412 e      Paulinhium  444 a    
PO9-03068,Paulin,Paulin,Paulinet,Paulinet,Paulinet,Paulinet (81203),,,,,,,nulle,Tarn,81,Alban,dpt_exact,     Paulin     Tarn     con d Alban     cne de Paulinet       Paulin  recteur  387 c      Paulinium  355 c      Paulhinium  367 d    
PO9-03069,Paulmery,Paulmery,Vernelle,La Vernelle,Vernelle,Vernelle (36233),,,,,,,nulle,Indre,36,Valençay,dpt_exact_simple,     Paulmery     Indre     con de Valençay     cne de La Vernelle       Paumeriacus  139 f  prior  41 a      Paumery  prior  103 e      Paumory  151 g    
PO9-03070,Paulnay,Paulnay,none,none,Paulnay,Paulnay (36153),,,,,,,nulle,Indre,36,Mézières-en-Brenne,dpt_exact,     Paulnay     Indre     con de Mézières en Brenne       Ponayum  capellanus  67 f      Ponnay  145 c      Ponnayum  135 e  capellanus  45 c    
PO9-03071,Paunac,Paunac,Strenquels,Strenquels,Strenquels,Strenquels (46312),,,,,,,nulle,Lot,46,Vayrac,dpt_exact,     Paunac     Lot     con de Vayrac     cne de Strenquels       Paunacus  442 b  capellanus  413 f    
PO9-03072,Pay,Pay,Saint Pierre de Jards,Saint-Pierre-de-Jards,Saint-Pierre-de-Jards,Saint Pierre de Jards (36205),,,,,,,nulle,Indre,36,Vatan,dpt_exact,     Pay     Indre     con de Vatan     cne de Saint Pierre de Jards       Pay  capellanus  96 f    
PO9-03073,Payrac,Payrac,none,none,Payrac,Payrac (46215),,,,,,,nulle,Lot,46,Gourdon,dpt_exact,     Payrac     Lot     con de Gourdon     arrt de Gourdon       Payracus  440 c  archipresbyter  411 e    
PO9-03074,Payrignac,Payrignac,none,none,Payrignac,Payrignac (46216),,,,,,,nulle,Lot,46,Gourdon,dpt_exact,     Payrignac     Lot     con de Gourdon       Payrinhacus  440 b  capellanus  411 d    
PO9-03075,Payzac Lanouaille,Payzac-de-Lanouaille,none,none,,24320,,,,,,,nulle,Dordogne,24,Lanouaille,nulle,     Payzac de Lanouaille     Dordogne     con de Lanouaille       Peysacus  capellanus  496 b    
PO9-03076,Pebrac,Pébrac,none,none,Pébrac,Pebrac (43149),,,,,,,nulle,Haute-Loire,43,Langeac,dpt_exact,     Pébrac     Haute Loire     con de Langeac       Piperacus  abbas  244 b  245 a  b  256 b  258 a  267 h  303 b  323 c  324 c  327 a  monasterium  256 b  257 a  259 c  260 a  b  273 a    
PO9-03077,Pechpeyroux,Pechpeyroux,Cezac,Cézac,Cézac,Cezac (46069),,,,,,,nulle,Lot,46,Castelnau-Montratier,dpt_exact,     Pechpeyroux     Lot     con de Castelnau Montratier     cne de Cézac       Podium Petrosum  477 a    
PO9-03078,Pellevoisin,Pellevoisin,none,none,Pellevoisin,Pellevoisin (36155),,,,,,,nulle,Indre,36,Écueillé,dpt_exact,     Pellevoisin     Indre     con d Écueillé       Pelis Vesani  capellanus  44 a      Pelvesinum  parochia  132 a      Poilevoisin  capellanus  99 e  prior  99 d    
PO9-03079,Penne,Penne,none,none,Penne,Penne (81206),,,,,,,nulle,Tarn,81,Vaour,dpt_exact,     Penne     Tarn     con de Vaour     Pène  recteur  383 d      Penna  364 c  372 a    
PO9-03080,Pensol,Pensol,none,none,Pensol,Pensol (87115),,,,,,,nulle,Haute-Vienne,87,Saint-Mathieu,dpt_exact,     Pensol     Haute Vienne     con de Saint Mathieu       Pansolh  capellanus  500 a    
PO9-03081,Perassay,Pérassay,none,none,Pérassay,Perassay (36156),,,,,,,nulle,Indre,36,Sainte-Sévère-sur-Indre,dpt_exact,     Pérassay     Indre     con de Sainte Sévère sur Indre       Parredec  146 n      Perace  capellanus  47 f      Peraceium  19 b      Peracet  capellanus  64 b      Perassetum  115 a    
PO9-03082,Perche,Perche,none,none,Perche,Perche (18178),,,,,,,nulle,Cher,18,Saulzais-le-Potier,dpt_exact,     Perche  La      Cher     con de Saulzais le Potier       Pertica super Carum  95 b    
PO9-03083,Peret Bel Air,Péret-Bel-Air,none,none,Péret-Bel-Air,Peret Bel Air (19159),,,,,,,nulle,Corrèze,19,Meymac,dpt_exact,     Péret Bel Air     Corrèze     con de Meymac       Peretum  capellanus  490 c    
PO9-03084,Perignat Sarlieve,Pérignat-lès-Sarliève,none,none,Pérignat-lès-Sarliève,Perignat les Sarlieve (63272),,,,,,,nulle,Puy-de-Dôme,63,Clermont-sud,dpt_exact,     Pérignat lès Sarliève     Puy de Dôme     con de Clermont sud       Payrinhat  164 b    
PO9-03085,Perignat Allier,Pérignat-sur-Allier,none,none,Pérignat-sur-Allier,Perignat sur Allier (63273),,,,,,,nulle,Puy-de-Dôme,63,Billom,dpt_exact,     Pérignat sur Allier     Puy de Dôme     con de Billom       Perinhat  190 a    
PO9-03086,Perigny,Périgny,none,none,Périgny,Perigny (03205),,,,,,,nulle,Allier,03,Lapalisse,dpt_exact,     Périgny     Allier     con de Lapalisse       Parinhie  185 c    
PO9-03087,Pern,Pern,none,none,Pern,Pern (46217),,,,,,,nulle,Lot,46,Castelnau-Montratier,dpt_exact,     Pern     Lot     con de Castelnau Montratier       Pern  capellanus  424 a      Pernum  476 c    
PO9-03088,Perol,Pérol,Prondines,Prondines,Prondines,Prondines (63289),,,,,,,nulle,Puy-de-Dôme,63,Herment,dpt_exact,     Pérol     Puy de Dôme     con d Herment     cne de Prondines       Perol  prior  221 a    
PO9-03089,Perols Vezere,Pérols-sur-Vézère,none,none,Pérols-sur-Vézère,Perols sur Vezere (19160),,,,,,,nulle,Corrèze,19,Bugeat,dpt_exact,     Pérols sur Vézère     Corrèze     con de Bugeat       Perols  capellanus  488 e    
PO9-03090,Perouille,Pérouille,none,none,Pérouille,Perouille (36157),,,,,,,nulle,Indre,36,Châteauroux,dpt_exact,     Pérouille  La      Indre     con de Châteauroux       Perole  capellanus  56 e      Perolia  111 b      Perollia  capellanus  87 d      La Perruelle  145 e    
PO9-03091,Perpezac Blanc,Perpezac-le-Blanc,none,none,Perpezac-le-Blanc,Perpezac le Blanc (19161),,,,,,,nulle,Corrèze,19,Ayen,dpt_exact,     Perpezac le Blanc     Corrèze     con d Ayen       Perpezacus  capellanus  495 b  prepositus  525 c    
PO9-03092,Perpezac Noir,Perpezac-le-Noir,none,none,Perpezac-le-Noir,Perpezac le Noir (19162),,,,,,,nulle,Corrèze,19,Vigeois,dpt_exact,     Perpezac le Noir     Corrèze     con de Vigeois       Perpezac niger  prior et capellanus  494 e    
PO9-03093,Perpezat,Perpezat,none,none,Perpezat,Perpezat (63274),,,,,,,nulle,Puy-de-Dôme,63,Rochefort-Montagne,dpt_exact,     Perpezat     Puy de Dôme     con de Rochefort Montagne       Perpezat  165 b    
PO9-03094,Perrier,Perrier,none,none,Perrier,Perrier (63275),,,,,,,nulle,Puy-de-Dôme,63,Issoire,dpt_exact,     Perrier     Puy de Dôme     con d Issoire       Perels  203 c      Perers  155 c    
PO9-03095,Pers,Pers,none,none,Pers,Pers (15150),,,,,,,nulle,Cantal,15,Saint-Mamet-la-Salvetat,dpt_exact,     Pers     Cantal     con de Saint Mamet la Salvetat       Pers  272 c  capellanus  253 b    
PO9-03096,Perse,Perse,Espalion,Espalion,Espalion,Espalion (12096),,,,,,,nulle,Aveyron,12,Espalion,dpt_exact,     Perse     Aveyron     con d Espalion     cne d Espalion       Persa  295 h  prioratus et rectoratus Sancti Ylariani  320 b      Persia  prior  307 c  308 b      Perza  281 g    
PO9-03097,Pertuis,Pertuis,none,none,Pertuis,Pertuis (43150),,,,,,,nulle,Haute-Loire,43,Saint-Julien-Chapteuil,dpt_exact,     Pertuis  Le      Haute Loire     con de Saint Julien Chapteuil       Le Pertus  prior  568 c    
PO9-03098,Peruse,Péruse,none,none,Péruse,Peruse (16259),,,,,,,nulle,Charente,16,Chabanais,dpt_exact,     Péruse  La      Charente     con de Chabanais       Petrusia  prior  502 e    
PO9-03099,Perville,Perville,none,none,Perville,Perville (82138),,,,,,,nulle,Tarn-et-Garonne,82,Valence,dpt_exact,     Perville     Tarn et Garonne     con de Valence       Pervilla  470 d    
PO9-03100,Pescadoires,Pescadoires,none,none,Pescadoires,Pescadoires (46218),,,,,,,nulle,Lot,46,Puy-l’Évêque,dpt_exact,     Pescadoires     Lot     con de Puy l Évêque       Pescadoyras  capellanus  408 b      Piscature  434 a    
PO9-03101,Peschadoires,Peschadoires,none,none,Peschadoires,Peschadoires (63276),,,,,,,nulle,Puy-de-Dôme,63,Lezoux,dpt_exact,     Peschadoires     Puy de Dôme     con de Lezoux       Peschadoyras  190 b      Peschadoyres  curatus  217 c    
PO9-03102,Peslieres,Peslières,none,none,Peslières,Peslieres (63277),,,,,,,nulle,Puy-de-Dôme,63,Jumeaux,dpt_exact,     Peslières     Puy de Dôme     con de Jumeaux       Paylleyras  260 d    
PO9-03103,Pessat Villeneuve,Pessat-Villeneuve,none,none,Pessat-Villeneuve,Pessat Villeneuve (63278),,,,,,,nulle,Puy-de-Dôme,63,Riom-est,dpt_exact,     Pessat Villeneuve     Puy de Dôme     con de Riom est       Pessac  prior  220 e      Pessat  178 b    
PO9-03104,Pesselieres,Pesselières,Jalognes,Jalognes,Jalognes,Jalognes (18116),,,,,,,nulle,Cher,18,Sancerre,dpt_exact,     Pesselières     Cher     con de Sancerre     cne de Jalognes       Paysserelie  prior  38 c      Pesselerie  prior  73 f        Même prieuré que Saint Clair    
PO9-03105,Pestilhac,Pestilhac,Montcabrier,Montcabrier,Montcabrier,Montcabrier (46199),,,,,,,nulle,Lot,46,Puy-l’Évêque,dpt_exact,     Pestilhac  Cassini      Lot     con de Puy l Évêque     cne de Montcabrier       Pestilhacus  409 b  435 c  archipresbyteratus  409 410  435 437    
PO9-03106,Marche,Petite Marche,none,none,Petite-Marche,Petite Marche (03206),,,,,,,nulle,Allier,03,Marcillat,dpt_exact,     Petite Marche  La      Allier     con de Marcillat       La Marche  148 n      Marchia  11 d  17 c  135 a  capellanus  34 d  prior  76 c  prioratus  135 b    
PO9-03107,Peutilloux,Peutilloux,Saint Jeanvrin,Saint-Jeanvrin,Saint-Jeanvrin,Saint Jeanvrin (18217),,,,,,,nulle,Cher,18,Châteaumeillant,dpt_exact,     Peutilloux     Cher     con de Châteaumeillant     cne de Saint Jeanvrin       Podium Teilloux  corrector  81 e    
PO9-03108,Peyrales,Peyralès,none,none,,NON,,,,,,,nulle,none,none,none,nodpt_fuzzy,     Peyralès     région au sud et voyage du diocèse de Rodez      Peyrelesium  viatgium  288 291    
PO9-03109,Peyrat,Peyrat,Taussac,Taussac,Taussac,Taussac (12277),,,,,,,nulle,Aveyron,12,Mur-de-Barrez,dpt_exact,     Peyrat     Aveyron     con de Mur de Barrez     cne de Taussac       Payrat  prioratus et rectoria  320 a      Payratum  283 c      Payracus  293 d    
PO9-03110,Peyrat Bellac,Peyrat-de-Bellac,none,none,Peyrat-de-Bellac,Peyrat de Bellac (87116),,,,,,,nulle,Haute-Vienne,87,Bellac,dpt_exact,     Peyrat de Bellac     Haute Vienne     con de Bellac       Peyratum  capellanus  503 c    
PO9-03111,Peyrat Noniere,Peyrat-la-Nonière,none,none,Peyrat-la-Nonière,Peyrat la Noniere (23151),,,,,,,nulle,Creuse,23,Chénérailles,dpt_exact,     Peyrat la Nonière     Creuse     con de Chénérailles       Peyracus  capellanus  484 b    
PO9-03112,Peyrat Chateau,Peyrat-le-Château,none,none,Peyrat-le-Château,Peyrat le Chateau (87117),,,,,,,nulle,Haute-Vienne,87,Eymoutiers,dpt_exact,     Peyrat le Château     Haute Vienne     con d Eymoutiers       Payrat  capellanus  522 a      Peyratum  prior  485 f    
PO9-03113,Peyre,Peyre,Comprenhac,Comprenhac,,12072,,,,,,,nulle,Aveyron,12,Millau,nulle,     Peyre     Aveyron     con de Millau     cne de Comprenhac       Peyra  prioratus Sancti Christofori  320 a      Petra  Sanctus Christofforus  287 a  292 d    
PO9-03114,Peyrebrune,Peyrebrune,Alrance,Alrance,Alrance,Alrance (12006),,,,,,,nulle,Aveyron,12,Salles-Curan,dpt_exact,     Peyrebrune     Aveyron     con de Salles Curan     cne d Alrance       Petra Bruna  280 c    
PO9-03115,Peyregoux,Peyregoux,none,none,Peyregoux,Peyregoux (81207),,,,,,,nulle,Tarn,81,Lautrec,dpt_exact,     Peyregoux     Tarn     con de Lautrec       Petrogocium  356 b      Petragocium  398 e  403 e      Petragortium  393 b    
PO9-03116,Peyrelade,Peyrelade,Riviere sur Tarn,Rivière-sur-Tarn,Rivière-sur-Tarn,Riviere sur Tarn (12200),,,,,,,nulle,Aveyron,12,Peyreleau,dpt_exact,     Peyrelade     Aveyron     con de Peyreleau     cne de Rivière sur Tarn       Peyralada  castrum parrochie Sancti Ylarini prope Pinet  324 b      Petralata  Sanctus Ylarinus  286 f  291 g  324 b    
PO9-03117,Peyrelevade,Peyrelevade,none,none,Peyrelevade,Peyrelevade (19164),,,,,,,nulle,Corrèze,19,Sornac,dpt_exact,     Peyrelevade     Corrèze     con de Sornac       Petra levata  capellanus  487 c    
PO9-03118,Peyrilhac,Peyrilhac,none,none,Peyrilhac,Peyrilhac (87118),,,,,,,nulle,Haute-Vienne,87,Nieul,dpt_exact,     Peyrilhac     Haute Vienne     con de Nieul       Perilhac  prepositus et capellanus  504 c    
PO9-03119,Peyrillac,Peyrillac,Peyrillac et Millac,Peyrillac-et-Millac,Peyrillac-et-Millac,Peyrillac et Millac (24325),,,,,,,nulle,Dordogne,24,Carlux,dpt_exact,     Peyrillac     Dordogne     con de Carlux     cne de Peyrillac et Millac       Perilhacus  capellanus  445 c      Peyrilhac  capellanus  413 b    
PO9-03120,Peyrilles,Peyrilles,none,none,Peyrilles,Peyrilles (46219),,,,,,,nulle,Lot,46,Saint-Germain-du-Belair,dpt_exact,     Peyrilles     Lot     con de Saint Germain du Belair       Petrilia  437 c  capellanus  410 c  capellania  438 d    
