article_id,vedette,localisationde,dpt_code,canton_code,localisationco,insee_code,method,origine,NCCENR
PO7-03361,Saint-Maurice,Doubs,DEP_25,Pont-de-Roide,none,52453,exact,sansloc,Saint-Maurice
PO7-03362,Saint-Maurice,Haute-Savoie,DEP_74,la Roche,none,52453,exact,sansloc,Saint-Maurice
PO7-03375,Saint-Maurice-L’Exil,Isère,DEP_38,Roussillon,none,38425,fuzzy,sansloc,Saint-Maurice-l'Exil
PO7-03371,Saint-Maurice-de-Rotherens,Savoie,DEP_73,Saint-Genix,none,73260,exact,sansloc,Saint-Maurice-de-Rotherens
PO7-03369,Saint-Maurice-d’Ardèche,Ardèche,DEP_07,Villeneuve-de-Berg,none,07264,fuzzy,sansloc,Saint-Marcel-d'Ardèche
PO7-03372,Saint-Maurice-d’Ibie,Ardèche,DEP_07,Villeneuve-de-Berg,none,07273,fuzzy,sansloc,Saint-Maurice-d'Ibie
PO7-03373,Saint-Maurice-en-Chalancon,Ardèche,DEP_07,Vernoux,none,07274,fuzzy,sansloc,Saint-Maurice-en-Chalencon
PO7-00984,Commanderie,Isère,DEP_38,Clelles,Saint-Maurice-en-Trièves,38424,exact,avecloc,Saint-Maurice-en-Trièves
PO7-03374,Saint-Maurice-en-Trièves,Isère,DEP_38,Clelles,none,38424,exact,sansloc,Saint-Maurice-en-Trièves
PO7-03161,Saint-Genis,Isère,DEP_38,Roussillon,Saint-Maurice-l’Exil,none,nulle,avecloc,none
PO7-00218,Avallon,Isère,DEP_38,Goncelin,Saint-Maximin,30286,exact,avecloc,Saint-Maximin
PO7-03376,Saint-Maximin,Isère,DEP_38,Goncelin,none,30286,exact,sansloc,Saint-Maximin
PO7-03379,Saint-Michel,Drôme,DEP_26,Romans,none,02684,exact,sansloc,Saint-Michel
PO7-03384,Saint-Michel,Loire,DEP_42,Pélussin,none,02684,exact,sansloc,Saint-Michel
PO7-03388,Saint-Michel,Savoie,DEP_73,none,none,02684,exact,sansloc,Saint-Michel
PO7-03390,Saint-Michel-de-Boulogne,Ardèche,DEP_07,Aubenas,none,07277,exact,sansloc,Saint-Michel-de-Boulogne
PO7-03391,Saint-Michel-de-Chabrillanoux,Ardèche,DEP_07,la Voulte-sur-Rhône,none,07278,exact,sansloc,Saint-Michel-de-Chabrillanoux
PO7-03392,Saint-Michel-de-Saint-Geoirs,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38427,exact,sansloc,Saint-Michel-de-Saint-Geoirs
PO7-03389,Saint-Michel-d’Aurance,Ardèche,DEP_07,Cheylard,none,07276,fuzzy,sansloc,Saint-Michel-d'Aurance
PO7-03393,Saint-Michel-les-Portes,Isère,DEP_38,Clelles,none,38429,exact,sansloc,Saint-Michel-les-Portes
PO7-03833,Thoranne,Isère,DEP_38,Clelles,Saint-Michel-les-Portes,38429,exact,avecloc,Saint-Michel-les-Portes
PO7-02984,Saint-André-de-Mitroix,Ardèche,DEP_07,Bourg-Saint-Andéol,Saint-Montant,none,nulle,avecloc,none
PO7-03395,Saint-Montant,Ardèche,DEP_07,Bourg-Saint-Andéol,none,07279,fuzzy,sansloc,Saint-Montan
PO7-03399,Saint-Mury-Monteymond,Isère,DEP_38,Domène,none,38430,exact,sansloc,Saint-Mury-Monteymond
PO7-03378,Saint-Mélany,Ardèche,DEP_07,Valgorge,none,07275,exact,sansloc,Saint-Mélany
PO7-03400,Saint-Nazaire,Isère,DEP_38,Grenoble,none,30288,exact,sansloc,Saint-Nazaire
PO7-03401,Saint-Nazaire-en-Royans,Drôme,DEP_26,Bourg-de-Péage,none,26320,exact,sansloc,Saint-Nazaire-en-Royans
PO7-02131,Merlet,Drôme,DEP_26,la Motte-Chalancon,Saint-Nazaire-le-Désert,26321,exact,avecloc,Saint-Nazaire-le-Désert
PO7-03402,Saint-Nazaire-le-Désert,Drôme,DEP_26,la Motte Chalancon,none,26321,exact,sansloc,Saint-Nazaire-le-Désert
PO7-01999,Macherin,Isère,DEP_38,Voiron,Saint-Nicolas-de-Macherin,38432,exact,avecloc,Saint-Nicolas-de-Macherin
PO7-03408,Saint-Nicolas-de-Véroce,Haute-Savoie,DEP_74,Saint-Gervais-les-Bains,none,none,nulle,sansloc,none
PO7-00916,Citeaux,Côte-d’Or,none,Nuits,Saint-Nicolas-lés-Citeaux,none,nulle,avecloc,none
PO7-03412,Saint-Offenge-Dessous,Savoie,DEP_73,Aix-les-Bains,none,73263,exact,sansloc,Saint-Offenge-Dessous
PO7-03413,Saint-Offenge-Dessus,Savoie,DEP_73,Aix-les-Bains,none,73264,exact,sansloc,Saint-Offenge-Dessus
PO7-03414,Saint-Ondras,Isère,DEP_38,Virieu,none,38434,exact,sansloc,Saint-Ondras
PO7-03416,Saint-Ours,Savoie,DEP_73,Albens,none,63381,exact,sansloc,Saint-Ours
PO7-03418,Saint-Oyan,Jura,DEP_39,none,none,none,nulle,sansloc,none
PO7-03419,Saint-Oyen,Savoie,DEP_73,Moûtiers,none,73266,exact,sansloc,Saint-Oyen
PO7-03420,Saint-Pancrace,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,24474,exact,sansloc,Saint-Pancrace
PO7-03421,Saint-Pancrasse,Isère,DEP_38,Touvet,none,38435,exact,sansloc,Saint-Pancrasse
PO7-03422,Saint-Pantaléon,Drôme,DEP_26,Grignan,none,46285,exact,sansloc,Saint-Pantaléon
PO7-03423,Saint-Paul,Savoie,DEP_73,Albertville,none,06128,exact,sansloc,Saint-Paul
PO7-03424,Saint-Paul,Savoie,DEP_73,Yenne,none,06128,exact,sansloc,Saint-Paul
PO7-03425,Saint-Paul,Haute-Savoie,DEP_74,Évian-les-Bains,none,06128,exact,sansloc,Saint-Paul
PO7-03427,Saint-Paul-de-Tartas,Haute-Loire,DEP_43,Pradelles,none,43215,exact,sansloc,Saint-Paul-de-Tartas
PO7-03428,Saint-Paul-de-Varces,Isère,DEP_38,Vif,none,38436,exact,sansloc,Saint-Paul-de-Varces
PO7-03429,Saint-Paul-d’Izeaux,Isère,DEP_38,Tullins,none,38437,fuzzy,sansloc,Saint-Paul-d'Izeaux
PO7-03430,Saint-Paul-lès-Monestier,Isère,DEP_38,Monestier-de-Clermont,none,38438,exact,sansloc,Saint-Paul-lès-Monestier
PO7-03431,Saint-Paul-lès-Romans,Drôme,DEP_26,Romans,none,26323,exact,sansloc,Saint-Paul-lès-Romans
PO7-03432,Saint-Perange,Savoie,DEP_73,Montmélian,none,none,nulle,sansloc,none
PO7-01018,Corbière,Savoie,DEP_73,Aiguebelle,Saint-Pierre-de-Belleville,73272,exact,avecloc,Saint-Pierre-de-Belleville
PO7-03457,Saint-Pierre-de-Bressieux,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38440,exact,sansloc,Saint-Pierre-de-Bressieux
PO7-03455,Saint-Pierre-de-Bœuf,Loire,DEP_42,Pélussin,none,42272,exact,sansloc,Saint-Pierre-de-Bœuf
PO7-01572,Grande-Chartreuse,Isère,DEP_38,Saint-Laurent-du-Pont,Saint-Pierre-de-Chartreuse,38442,exact,avecloc,Saint-Pierre-de-Chartreuse
PO7-03458,Saint-Pierre-de-Chartreuse,Isère,DEP_38,Saint-Laurent-du-Pont,none,38442,exact,sansloc,Saint-Pierre-de-Chartreuse
PO7-03141,Saint-Étienne-de-Nacon,Isère,DEP_38,Pont-en-Royans,Saint-Pierre-de-Cherennes,none,nulle,avecloc,none
PO7-03459,Saint-Pierre-de-Cherennes,Isère,DEP_38,Pont-en-Royans,none,38443,fuzzy,sansloc,Saint-Pierre-de-Chérennes
PO7-03461,Saint-Pierre-de-Colombier,Ardèche,DEP_07,Burzet,none,07282,exact,sansloc,Saint-Pierre-de-Colombier
PO7-03462,Saint-Pierre-de-Commiers,Isère,DEP_38,Saint-Georges-de-Commiers,none,none,nulle,sansloc,none
PO7-01656,Hautecombe,Savoie,DEP_73,Ruffieux,Saint-Pierre-de-Curtille,73273,exact,avecloc,Saint-Pierre-de-Curtille
PO7-03463,Saint-Pierre-de-Curtille,Savoie,DEP_73,Ruffieux,none,73273,exact,sansloc,Saint-Pierre-de-Curtille
PO7-03464,Saint-Pierre-de-Genebroz,Savoie,DEP_73,Échelles,none,73275,exact,sansloc,Saint-Pierre-de-Genebroz
PO7-03465,Saint-Pierre-de-Mésage,Isère,DEP_38,Vizille,none,38445,exact,sansloc,Saint-Pierre-de-Mésage
PO7-03467,Saint-Pierre-de-Rumilly,Haute-Savoie,DEP_74,la Roche,none,none,nulle,sansloc,none
PO7-03468,Saint-Pierre-de-Soucy,Savoie,DEP_73,Montmélian,none,73276,exact,sansloc,Saint-Pierre-de-Soucy
PO7-02171,Miolans,Savoie,DEP_73,Saint-Pierre-d’Albigny,Saint-Pierre-d’Albigny,none,nulle,avecloc,none
PO7-03452,Saint-Pierre-d’Albigny,Savoie,DEP_73,none,none,73270,fuzzy,sansloc,Saint-Pierre-d'Albigny
PO7-03453,Saint-Pierre-d’Allevard,Isère,DEP_38,Allevard,none,38439,fuzzy,sansloc,Saint-Pierre-d'Allevard
PO7-03454,Saint-Pierre-d’Alvey,Savoie,DEP_73,Yenne,none,73271,fuzzy,sansloc,Saint-Pierre-d'Alvey
PO7-03466,Saint-Pierre-d’Entremont,Savoie,DEP_73,Échelles,none,73274,fuzzy,sansloc,Saint-Pierre-d'Entremont
PO7-03470,Saint-Pierre-la-Roche,Ardèche,DEP_07,Rochemaure,none,07283,exact,sansloc,Saint-Pierre-la-Roche
PO7-03473,Saint-Pierre-sur-Doux,Ardèche,DEP_07,Satillieu,none,07285,exact,sansloc,Saint-Pierre-sur-Doux
PO7-03474,Saint-Pierreville,Ardèche,DEP_07,none,none,07286,exact,sansloc,Saint-Pierreville
PO7-03475,Saint-Point,Doubs,DEP_25,Pontarlier,none,71470,exact,sansloc,Saint-Point
PO7-03476,Saint-Pons,Ardèche,DEP_07,Villeneuve-de-Berg,none,04195,exact,sansloc,Saint-Pons
PO7-00859,Chaylus,Ardèche,DEP_07,Privas,Saint-Priest,07288,exact,avecloc,Saint-Priest
PO7-03478,Saint-Priest,Ardèche,DEP_07,Privas,none,07288,exact,sansloc,Saint-Priest
PO7-03479,Saint-Prim,Isère,DEP_38,Roussillon,none,38448,exact,sansloc,Saint-Prim
PO7-03480,Saint-Privat,Ardèche,DEP_07,Aubenas,none,07289,exact,sansloc,Saint-Privat
PO7-03481,Saint-Prix,Ardèche,DEP_07,Lamastre,none,03257,exact,sansloc,Saint-Prix
PO7-01121,Crussol,Ardèche,DEP_07,Saint-Péray,Saint-Péray,07281,exact,avecloc,Saint-Péray
PO7-03433,Saint-Péray,Ardèche,DEP_07,none,none,07281,exact,sansloc,Saint-Péray
PO7-01356,Falavier,Isère,DEP_38,la Verpillière,Saint-Quentin,02691,exact,avecloc,Saint-Quentin
PO7-03482,Saint-Quentin-Fallavier,Isère,DEP_38,la Verpillière,none,38449,exact,sansloc,Saint-Quentin-Fallavier
PO7-03483,Saint-Quentin-sur-Isère,Isère,DEP_38,Tullins,none,38450,exact,sansloc,Saint-Quentin-sur-Isère
PO7-03484,Saint-Rambert,Ain,DEP_01,none,none,none,nulle,sansloc,none
PO7-03485,Saint-Rambert-d’Albon,Drôme,DEP_26,Saint-Vallier,none,26325,fuzzy,sansloc,Saint-Rambert-d'Albon
PO7-03487,Saint-Remy,Haute-Saône,DEP_70,Amance,none,70472,exact,sansloc,Saint-Remy
PO7-03486,Saint-Remèze,Ardèche,DEP_07,Bourg-Saint-Andéol,none,07291,exact,sansloc,Saint-Remèze
PO7-01748,Jalionas,Isère,DEP_38,Crémieu,Saint-Romain,16347,exact,avecloc,Saint-Romain
PO7-03772,Surieu,Isère,DEP_38,Roussillon,Saint-Romain,16347,exact,avecloc,Saint-Romain
PO7-03121,Sainte-Marie-de-Tortas,Isère,DEP_38,Crémieu,Saint-Romain-de-Jalionas,38451,exact,avecloc,Saint-Romain-de-Jalionas
PO7-03496,Saint-Romain-de-Jalionas,Isère,DEP_38,Crémieu,none,38451,exact,sansloc,Saint-Romain-de-Jalionas
PO7-03497,Saint-Romain-de-l’Air,Ardèche,DEP_07,Saint-Péray,none,none,nulle,sansloc,none
PO7-02440,Notre-Dame-d’Ay,Ardèche,DEP_07,Satillieu,Saint-Romain-d’Ay,none,nulle,avecloc,none
PO7-03495,Saint-Romain-d’Ay,Ardèche,DEP_07,Satillieu,none,07292,fuzzy,sansloc,Saint-Romain-d'Ay
PO7-03498,Saint-Romain-en-Gal,Rhône,DEP_69,Condrieu,none,69235,exact,sansloc,Saint-Romain-en-Gal
PO7-03499,Saint-Romain-le-Désert,Ardèche,DEP_07,Saint-Agrève,none,none,nulle,sansloc,none
PO7-00402,Bez,Drôme,DEP_26,Châtillon,Saint-Roman,26327,exact,avecloc,Saint-Roman
PO7-03500,Saint-Roman,Drôme,DEP_26,Châtillon,none,26327,exact,sansloc,Saint-Roman
PO7-03502,Saint-Romans,Isère,DEP_38,Pont-en-Royans,none,38453,exact,sansloc,Saint-Romans
PO7-03488,Saint-Rémy,Savoie,DEP_73,la Chambre,none,01385,exact,sansloc,Saint-Rémy
PO7-03527,Saint-Sulpice,Savoie,DEP_73,la Chambre,Saint-Rémy,01385,exact,avecloc,Saint-Rémy
PO7-03505,Saint-Sauveur,Côte-d’Or,none,Pontailler,none,05156,nodpt,sansloc,Saint-Sauveur
PO7-03506,Saint-Sauveur,Isère,DEP_38,Saint-Marcellin,none,05156,exact,sansloc,Saint-Sauveur
PO7-03507,Saint-Sauveur,Haute-Saône,DEP_70,Luxeuil,none,05156,exact,sansloc,Saint-Sauveur
PO7-03509,Saint-Sauveur,Drôme,DEP_26,Saillans,none,05156,exact,sansloc,Saint-Sauveur
PO7-03322,Saint-Martin,Ardèche,DEP_07,Saint-Pierreville,Saint-Sauveur de Montagut,none,nulle,avecloc,none
PO7-02228,Montagut,Ardèche,DEP_07,Saint-Pierreville,Saint-Sauveur-de-Montagut,07295,exact,avecloc,Saint-Sauveur-de-Montagut
PO7-03508,Saint-Sauveur-de-Montagut,Ardèche,DEP_07,Saint-Pierreville,none,07295,exact,sansloc,Saint-Sauveur-de-Montagut
PO7-03510,Saint-Sauveur-en-Rue,Loire,DEP_42,Bourg-Argental,none,42287,exact,sansloc,Saint-Sauveur-en-Rue
PO7-01177,Demptezieu,Isère,DEP_38,Bourgoin,Saint-Savin,33473,exact,avecloc,Saint-Savin
PO7-03511,Saint-Savin,Isère,DEP_38,Bourgoin,none,33473,exact,sansloc,Saint-Savin
PO7-03513,Saint-Seine-en-Bâche,Côte-d’Or,none,Saint-Jean-de-Losne,none,21572,nodpt,sansloc,Saint-Seine-en-Bâche
PO7-03514,Saint-Sernin,Ardèche,DEP_07,Aubenas,none,07296,exact,sansloc,Saint-Sernin
PO7-03515,Saint-Sigismond,Haute-Savoie,DEP_74,Cluses,none,45299,exact,sansloc,Saint-Sigismond
PO7-03516,Saint-Sigismond,Savoie,DEP_73,Albertville,none,45299,exact,sansloc,Saint-Sigismond
PO7-03517,Saint-Siméon-de-Bressieux,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38457,exact,sansloc,Saint-Siméon-de-Bressieux
PO7-03796,Temple,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,Saint-Siméon-de-Bressieux,38457,exact,avecloc,Saint-Siméon-de-Bressieux
PO7-03519,Saint-Sixt,Haute-Savoie,DEP_74,la Roche,none,74253,exact,sansloc,Saint-Sixt
PO7-03520,Saint-Sorlin,Isère,DEP_38,Vienne,none,69237,exact,sansloc,Saint-Sorlin
PO7-03523,Saint-Sorlin-de-Morestel,Isère,DEP_38,Morestel,none,38458,exact,sansloc,Saint-Sorlin-de-Morestel
PO7-00938,Cluny,Savoie,DEP_73,Saint-Jean-de-Maurienne,Saint-Sorlin-d’Arves,none,nulle,avecloc,none
PO7-03522,Saint-Sorlin-d’Arves,Savoie,DEP_73,Saint-Jean-de-Maurienne,none,73280,fuzzy,sansloc,Saint-Sorlin-d'Arves
PO7-03524,Saint-Sorlin-en-Valloire,Drôme,DEP_26,Grand-Serre,none,26330,exact,sansloc,Saint-Sorlin-en-Valloire
PO7-03526,Saint-Sulpice,Haute-Saône,DEP_70,Villersexel,none,01387,exact,sansloc,Saint-Sulpice
PO7-03528,Saint-Sulpice,Savoie,DEP_73,la Motte-Servolex,none,01387,exact,sansloc,Saint-Sulpice
PO7-03532,Saint-Sylvestre,Ardèche,DEP_07,Saint-Péray,none,07297,exact,sansloc,Saint-Sylvestre
PO7-03533,Saint-Sylvestre,Haute-Savoie,DEP_74,Alby,none,07297,exact,sansloc,Saint-Sylvestre
PO7-03534,Saint-Symphorien,Ardèche,DEP_07,Chomérac,none,18236,exact,sansloc,Saint-Symphorien
PO7-03535,Saint-Symphorien-de-Mahun,Ardèche,DEP_07,Satillieu,none,07299,exact,sansloc,Saint-Symphorien-de-Mahun
PO7-04070,Veyrines,Ardèche,DEP_07,Satillieu,Saint-Symphorien-de-Mahun,07299,exact,avecloc,Saint-Symphorien-de-Mahun
PO7-03536,Saint-Symphorien-sur-Saône,Côte-d’Or,none,Saint-Jean-de-Losne,none,21575,nodpt,sansloc,Saint-Symphorien-sur-Saône
PO7-01252,Echarenne,Isère,DEP_38,Mens,Saint-Sébastien,23239,exact,avecloc,Saint-Sébastien
PO7-02624,Peyebaud,Isère,DEP_38,Mens,Saint-Sébastien,23239,exact,avecloc,Saint-Sébastien
PO7-03512,Saint-Sébastien,Isère,DEP_38,Mens,none,23239,exact,sansloc,Saint-Sébastien
PO7-01080,Couz,Savoie,DEP_73,Échelles,Saint-Thibaud-de-Couz,73282,exact,avecloc,Saint-Thibaud-de-Couz
PO7-03539,Saint-Thibaud-de-Couz,Savoie,DEP_73,Échelles,none,73282,exact,sansloc,Saint-Thibaud-de-Couz
PO7-03540,Saint-Thiébaud,Jura,DEP_39,Salins-les-Bains,none,39495,exact,sansloc,Saint-Thiébaud
PO7-03541,Saint-Thomé,Ardèche,DEP_07,Viviers,none,07300,exact,sansloc,Saint-Thomé
PO7-03537,Saint-Théoffrey,Isère,DEP_38,la Mure,none,38462,exact,sansloc,Saint-Théoffrey
PO7-03542,Saint-Ulrich,Haut-Rhin,DEP_68,Hirsingue,none,68299,exact,sansloc,Saint-Ulrich
PO7-03545,Saint-Usuge,Saône-et-Loire,DEP_71,Louhans,none,71484,exact,sansloc,Saint-Usuge
PO7-03546,Saint-Uze,Drôme,DEP_26,Saint-Vallier,none,26332,exact,sansloc,Saint-Uze
PO7-03547,Saint-Valbert,Haute-Saône,DEP_70,Luxeuil,none,70475,exact,sansloc,Saint-Valbert
PO7-03548,Saint-Vallier,Drôme,DEP_26,none,none,16357,exact,sansloc,Saint-Vallier
PO7-03552,Saint-Victor,Ardèche,DEP_07,Saint-Félicien,none,03262,exact,sansloc,Saint-Victor
PO7-03558,Saint-Victor-de-Cessieu,Isère,DEP_38,la Tour-du-Pin,none,38464,exact,sansloc,Saint-Victor-de-Cessieu
PO7-03565,Saint-Vincent-de-Barrès,Ardèche,DEP_07,Rochemaure,none,07302,exact,sansloc,Saint-Vincent-de-Barrès
PO7-03566,Saint-Vincent-de-Durfort,Ardèche,DEP_07,none,none,07303,exact,sansloc,Saint-Vincent-de-Durfort
PO7-03567,Saint-Vincent-de-Mercuze,Isère,DEP_38,Touvet,none,38466,exact,sansloc,Saint-Vincent-de-Mercuze
PO7-03568,Saint-Vit,Doubs,DEP_25,Boussières,none,25527,exact,sansloc,Saint-Vit
PO7-03569,Saint-Vital,Savoie,DEP_73,Grésy-sur-Isère,none,73283,exact,sansloc,Saint-Vital
PO7-03551,Saint-Vérand,Isère,DEP_38,Saint-Marcellin,none,38463,exact,sansloc,Saint-Vérand
PO7-03572,Saint-Ylié,Jura,DEP_39,Dole,none,none,nulle,sansloc,none
PO7-03491,Saint-Robert,Isère,DEP_38,Grenoble,Saint-Égrève,38382,exact,avecloc,Saint-Égrève
PO7-03135,Saint-Étienne-de-Boulogne,Ardèche,DEP_07,Aubenas,none,07230,exact,sansloc,Saint-Étienne-de-Boulogne
PO7-03137,Saint-Étienne-de-Crossey,Isère,DEP_38,Voiron,none,38383,exact,sansloc,Saint-Étienne-de-Crossey
PO7-03851,Tolvon,Isère,DEP_38,Voiron,Saint-Étienne-de-Crossey,38383,exact,avecloc,Saint-Étienne-de-Crossey
PO7-03138,Saint-Étienne-de-Cuines,Savoie,DEP_73,la Chambre,none,73231,exact,sansloc,Saint-Étienne-de-Cuines
PO7-03139,Saint-Étienne-de-Fontbellon,Ardèche,DEP_07,Aubenas,none,07231,exact,sansloc,Saint-Étienne-de-Fontbellon
PO7-03140,Saint-Étienne-de-Lugdarès,Ardèche,DEP_07,none,none,07232,exact,sansloc,Saint-Étienne-de-Lugdarès
PO7-03142,Saint-Étienne-de-Saint-Geoirs,Isère,DEP_38,none,none,38384,exact,sansloc,Saint-Étienne-de-Saint-Geoirs
PO7-03143,Saint-Étienne-de-Serres,Ardèche,DEP_07,Saint-Pierreville,none,07233,fuzzy,sansloc,Saint-Étienne-de-Serre
PO7-03144,Saint-Étienne-du-Vigan,Haute-Loire,DEP_43,Pradelles,none,43180,exact,sansloc,Saint-Étienne-du-Vigan
PO7-03090,Sainte-Agnès,Isère,DEP_38,Domène,none,06113,exact,sansloc,Sainte-Agnès
PO7-03091,Sainte-Agnès,Jura,DEP_39,Beaufort,none,06113,exact,sansloc,Sainte-Agnès
PO7-03088,Sainte-Anne,Doubs,DEP_25,Amancey,none,25513,exact,sansloc,Sainte-Anne
PO7-03092,Sainte-Blandine,Isère,DEP_38,la Tour-du-Pin,none,38369,exact,sansloc,Sainte-Blandine
PO7-03097,Sainte-Colombe,Rhône,DEP_69,Condrieu,none,05135,exact,sansloc,Sainte-Colombe
PO7-03099,Sainte-Croix,Drôme,DEP_26,Die,none,01342,exact,sansloc,Sainte-Croix
PO7-01198,Dientzheim,Haut-Rhin,DEP_68,Colmar,Sainte-Croix-en-Plaine,68295,exact,avecloc,Sainte-Croix-en-Plaine
PO7-03104,Sainte-Croix-en-Plaine,Haut-Rhin,DEP_68,Colmar,none,68295,exact,sansloc,Sainte-Croix-en-Plaine
PO7-04268,Wolfenheim,Haut-Rhin,DEP_68,Colmar,Sainte-Croix-en-Plaine,68295,exact,avecloc,Sainte-Croix-en-Plaine
PO7-02949,Sagnes,Ardèche,DEP_07,Burzet,Sainte-Eulalie,07235,exact,avecloc,Sainte-Eulalie
PO7-03106,Sainte-Eulalie,Ardèche,DEP_07,Burzet,none,07235,exact,sansloc,Sainte-Eulalie
PO7-03107,Sainte-Eulalie,Drôme,DEP_26,Saint-Jean-en-Royans,none,07235,exact,sansloc,Sainte-Eulalie
PO7-03108,Sainte-Foy-Tarentaise,Savoie,DEP_73,Bourg-Saint-Maurice,none,73232,exact,sansloc,Sainte-Foy-Tarentaise
PO7-03110,Sainte-Hélène-du-Lac,Savoie,DEP_73,Montmélian,none,73240,exact,sansloc,Sainte-Hélène-du-Lac
PO7-03111,Sainte-Hélène-sur-Isère,Savoie,DEP_73,Grésy-sur-Isère,none,73241,exact,sansloc,Sainte-Hélène-sur-Isère
PO7-03115,Sainte-Marguerite-Lafigère,Ardèche,DEP_07,Vans,none,07266,exact,sansloc,Sainte-Marguerite-Lafigère
PO7-03116,Sainte-Marie,Doubs,DEP_25,Montbéliard,none,05150,exact,sansloc,Sainte-Marie
PO7-02696,Pont-de-la-Madeleine,Savoie,DEP_73,la Chambre,Sainte-Marie-de-Cuines,73255,exact,avecloc,Sainte-Marie-de-Cuines
PO7-03120,Sainte-Marie-de-Cuines,Savoie,DEP_73,la Chambre,none,73255,exact,sansloc,Sainte-Marie-de-Cuines
PO7-03122,Sainte-Marie-du-Mont,Isère,DEP_38,Touvet,none,38418,exact,sansloc,Sainte-Marie-du-Mont
PO7-03118,Sainte-Marie-d’Alloix,Isère,DEP_38,Touvet,none,38417,fuzzy,sansloc,Sainte-Marie-d'Alloix
PO7-03119,Sainte-Marie-d’Alvey,Savoie,DEP_73,Saint-Genix,none,73254,fuzzy,sansloc,Sainte-Marie-d'Alvey
PO7-03123,Sainte-Marie-en-Chanois,Haute-Saône,DEP_70,Faucogney,none,70469,exact,sansloc,Sainte-Marie-en-Chanois
PO7-03124,Sainte-Marie-en-Chaux,Haute-Saône,DEP_70,Luxeuil,none,70470,exact,sansloc,Sainte-Marie-en-Chaux
PO7-03126,Sainte-Reine,Savoie,DEP_73,Châtelard,none,70471,exact,sansloc,Sainte-Reine
PO7-03129,Sainte-Suzanne,Doubs,DEP_25,Montbéliard,none,09342,exact,sansloc,Sainte-Suzanne
PO7-03574,Salaise,Isère,DEP_38,Roussillon,none,none,nulle,sansloc,none
PO7-03575,Salavas,Ardèche,DEP_07,Vallon,none,07304,exact,sansloc,Salavas
PO7-03576,Salaz,none,none,none,none,none,nulle,sansloc,none
PO7-03577,Salelles,Ardèche,DEP_07,Vans,none,07305,exact,sansloc,Salelles
PO7-03579,Sales,Haute-Savoie,DEP_74,Rumilly,none,74255,exact,sansloc,Sales
PO7-03581,Saligney,Jura,DEP_39,Gendrey,none,39499,exact,sansloc,Saligney
PO7-03582,Salignon,none,none,none,none,none,nulle,sansloc,none
PO7-00808,Château-sur-Salins,Jura,DEP_39,Salins,Salins,15220,exact,avecloc,Salins
PO7-01548,Goailles,Jura,DEP_39,Salins,Salins,15220,exact,avecloc,Salins
PO7-03405,Saint-Nicolas,Jura,DEP_39,Salins-les-Bains,Salins-les-Bains,39500,exact,avecloc,Salins-les-Bains
PO7-03583,Salins-les-Bains,Jura,DEP_39,none,none,39500,exact,sansloc,Salins-les-Bains
PO7-03584,Sallanches,Haute-Savoie,DEP_74,none,none,74256,exact,sansloc,Sallanches
PO7-03585,Sallaz,none,none,none,none,none,nulle,sansloc,none
PO7-00464,Bonlieu,Haute-Savoie,DEP_74,Annecy,Sallenôves,74257,exact,avecloc,Sallenôves
PO7-03587,Sallenôves,Haute-Savoie,DEP_74,Annecy,none,74257,exact,sansloc,Sallenôves
PO7-03588,Salles,Drôme,DEP_26,Grignan,none,33498,exact,sansloc,Salles
PO7-03590,Samoëns,Haute-Savoie,DEP_74,none,none,74258,exact,sansloc,Samoëns
PO7-03591,Sampzon,Ardèche,DEP_07,Vallon,none,07306,exact,sansloc,Sampzon
PO7-03592,Sancey-l’Église,Doubs,DEP_25,Clerval,Sancey-le-Grand,25529,exact,avecloc,Sancey-le-Grand
PO7-03593,Sanilhac,Ardèche,DEP_07,Largentière,none,07307,exact,sansloc,Sanilhac
PO7-03595,Santans,Jura,DEP_39,Montbarrey,none,39502,exact,sansloc,Santans
PO7-00634,Célas,Drôme,DEP_26,Crest,Saou,26336,exact,avecloc,Saou
PO7-03597,Saou,Drôme,DEP_26,Crest,none,26336,exact,sansloc,Saou
PO7-03598,Sapois,Vosges,DEP_88,Saulxures-sur-Moselotte,none,39503,exact,sansloc,Sapois
PO7-03599,Sappenheim,Haut-Rhin,DEP_68,Habsheim,none,none,nulle,sansloc,none
PO7-03600,Sappey,Isère,DEP_38,Grenoble,none,74259,exact,sansloc,Sappey
PO7-03601,Sappey,Haute-Savoie,DEP_74,Cruseilles,none,74259,exact,sansloc,Sappey
PO7-03602,Sarcenas,Isère,DEP_38,Grenoble,none,38472,exact,sansloc,Sarcenas
PO7-03603,Sarras,Ardèche,DEP_07,Tournon,none,07308,exact,sansloc,Sarras
PO7-03863,Tour d’Oriol,Ardèche,DEP_07,Tournon,Sarras,07308,exact,avecloc,Sarras
PO7-03606,Sarrogna,Jura,DEP_39,Orgelet,none,39504,exact,sansloc,Sarrogna
PO7-03607,Sassenage,Isère,DEP_38,none,none,38474,exact,sansloc,Sassenage
PO7-04167,Vinay,Isère,DEP_38,Sassenage,Sassenage,38474,exact,avecloc,Sassenage
