article_id,vedette,localisationde,dpt_code,canton_code,localisationco,insee_code,method,origine,NCCENR
PO7-02333,Morteau,Doubs,DEP_25,none,none,25411,exact,sansloc,Morteau
PO7-02334,Morvillars,territoire de Belfort,none,Delle,none,90072,nodpt,sansloc,Morvillars
PO7-02323,Morêtel,Isère,DEP_38,Goncelin,none,38264,fuzzy,sansloc,Morte
PO7-02335,Motey-Besuche,Haute-Saône,DEP_70,Pesmes,none,70374,exact,sansloc,Motey-Besuche
PO7-02336,Motey-sur-Saône,Haute-Saône,DEP_70,Fresne-Saint-Mamès,none,70375,exact,sansloc,Motey-sur-Saône
PO7-02340,Motte-Chalancon,Drôme,DEP_26,none,none,26215,exact,sansloc,Motte-Chalancon
PO7-02342,Motte-Fanjas,Drôme,DEP_26,Saint-Jean-en-Royans,none,26217,exact,sansloc,Motte-Fanjas
PO7-02344,Motte-Servolex,Savoie,DEP_73,none,none,73179,exact,sansloc,Motte-Servolex
PO7-02343,Motte-de-Galaure,Drôme,DEP_26,Saint-Vallier,none,26216,exact,sansloc,Motte-de-Galaure
PO7-02339,Motte-d’Aveillans,Isère,DEP_38,la Mure,none,38265,fuzzy,sansloc,Motte-d'Aveillans
PO7-02341,Motte-en-Bauges,Savoie,DEP_73,Châtelard,none,73178,exact,sansloc,Motte-en-Bauges
PO7-00450,Bocsozel,Isère,DEP_38,la Côte-Saint-André,Mottier,38267,exact,avecloc,Mottier
PO7-02345,Motz,Savoie,DEP_73,Ruffieux,none,73180,exact,sansloc,Motz
PO7-02346,Mouchard,Jura,DEP_39,Villers-Farlay,none,39370,exact,sansloc,Mouchard
PO7-02350,Mours,Drôme,DEP_26,Romans,none,95436,exact,sansloc,Mours
PO7-00143,Aresches,Jura,DEP_39,Salins,Moutaine-Aresches,39586,fuzzy,avecloc,Aresches
PO7-02352,Moutaret,Isère,DEP_38,Allevard,none,38268,exact,sansloc,Moutaret
PO7-02353,Mouthe,Doubs,DEP_25,none,none,25413,exact,sansloc,Mouthe
PO7-02354,Moutherot,Doubs,DEP_25,Audeux,none,25414,exact,sansloc,Moutherot
PO7-02357,Mouthier,Doubs,DEP_25,Ornans,none,none,nulle,sansloc,none
PO7-02356,Mouthier-en-Bresse,Saône-et-Loire,DEP_71,Pierre,none,71326,exact,sansloc,Mouthier-en-Bresse
PO7-02360,Mouxy,Savoie,DEP_73,Aix-les-Bains,none,73182,exact,sansloc,Mouxy
PO7-02362,Moye,Haute-Savoie,DEP_74,Rumilly,none,74192,exact,sansloc,Moye
PO7-03417,Saint-Ours,Haute-Savoie,DEP_74,Rumilly,Moye,74192,exact,avecloc,Moye
PO7-02363,Moyen-Muespach,Haut-Rhin,DEP_68,Ferrette,none,none,nulle,sansloc,none
PO7-02187,Moëns,Ain,DEP_01,Ferney-Voltaire,none,none,nulle,sansloc,none
PO7-02359,Moûtiers,Savoie,DEP_73,none,none,73181,exact,sansloc,Moûtiers
PO7-02368,Muhlbach-sur-Munster,Haut-Rhin,DEP_68,Munster,none,68223,exact,sansloc,Muhlbach-sur-Munster
PO7-01227,Dornach,Haut-Rhin,DEP_68,Mulhouse,Mulhouse,68224,exact,avecloc,Mulhouse
PO7-02369,Mulhouse,Haut-Rhin,DEP_68,none,none,68224,exact,sansloc,Mulhouse
PO7-02371,Munchhouse,Haut-Rhin,DEP_68,Ensisbeim,none,68225,exact,sansloc,Munchhouse
PO7-02372,Munster,Haut-Rhin,DEP_68,none,none,57494,exact,sansloc,Munster
PO7-02373,Munwiller,Haut-Rhin,DEP_68,Ensisheim,none,68228,exact,sansloc,Munwiller
PO7-02374,Muraz,Haute-Savoie,DEP_74,Reignier,none,74193,exact,sansloc,Muraz
PO7-02376,Murbach,Haut-Rhin,DEP_68,Guebwiller,none,68229,exact,sansloc,Murbach
PO7-02377,Mure,Isère,DEP_38,none,none,38269,exact,sansloc,Mure
PO7-02379,Mureils,Drôme,DEP_26,Saint-Vallier,none,26219,exact,sansloc,Mureils
PO7-02381,Murette,Isère,DEP_38,Rives,none,38270,exact,sansloc,Murette
PO7-02382,Murianette,Isère,DEP_38,Domène,none,38271,exact,sansloc,Murianette
PO7-02383,Murinais,Isère,DEP_38,Saint-Marcellin,none,38272,exact,sansloc,Murinais
PO7-01494,Gélignieux,Ain,DEP_01,Belley,Murs-et-Gélignieux,01268,exact,avecloc,Murs-et-Gélignieux
PO7-02385,Musièges,Haute-Savoie,DEP_74,Frangy,none,74195,exact,sansloc,Musièges
PO7-02388,Myans,Savoie,DEP_73,Montmélian,none,73183,exact,sansloc,Myans
PO7-02389,Myon,Doubs,DEP_25,Quingey,none,25416,exact,sansloc,Myon
PO7-02006,Mâcot,Savoie,DEP_73,Aime,none,none,nulle,sansloc,none
PO7-02097,Méaudre,Isère,DEP_38,Villard-de-Lans,none,38225,exact,sansloc,Méaudre
PO7-02100,Mégevette,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74174,exact,sansloc,Mégevette
PO7-02099,Mégève,Haute-Savoie,DEP_74,Sallanches,none,none,nulle,sansloc,none
PO7-02134,Méry,Savoie,DEP_73,Aix-les-Bains,none,73155,exact,sansloc,Méry
PO7-02135,Mésigny,Haute-Savoie,DEP_74,Annecy,none,74179,exact,sansloc,Mésigny
PO7-02159,Mézilhac,Ardèche,DEP_07,Antraigues,none,07158,exact,sansloc,Mézilhac
PO7-02380,Mûres,Haute-Savoie,DEP_74,Alby,none,74194,exact,sansloc,Mûres
PO7-02390,Naisey,Doubs,DEP_25,Roulans,none,none,nulle,sansloc,none
PO7-02391,Nambsheim,Haut-Rhin,DEP_68,Neuf-Brisach,none,68230,exact,sansloc,Nambsheim
PO7-02392,Nance,Jura,DEP_39,Bletterans,none,39379,exact,sansloc,Nance
PO7-02393,Nances,Savoie,DEP_73,Pont-de-Beauvoisin,none,73184,exact,sansloc,Nances
PO7-02394,Nancray,Doubs,DEP_25,Roulans,none,25418,exact,sansloc,Nancray
PO7-02395,Nangy,Haute-Savoie,DEP_74,Reignier,none,74197,exact,sansloc,Nangy
PO7-02396,Nans-sous-Sainte-Anne,Doubs,DEP_25,Amancey,none,25420,exact,sansloc,Nans-sous-Sainte-Anne
PO7-02397,Nantes-en-Ratier,Isère,DEP_38,la Mure,none,38273,exact,sansloc,Nantes-en-Ratier
PO7-02398,Nantoin,Isère,DEP_38,la Côte-Saint-André,none,38274,exact,sansloc,Nantoin
PO7-02399,Nantua,Ain,DEP_01,none,none,01269,exact,sansloc,Nantua
PO7-00864,Chemillieu,Ain,DEP_01,Belley,Nattages,01271,exact,avecloc,Nattages
PO7-02401,Nattages,Ain,DEP_01,Belley,none,01271,exact,sansloc,Nattages
PO7-03073,Saint-Didier,Ain,DEP_01,Belley,Nattages,01271,exact,avecloc,Nattages
PO7-02402,Naves,Savoie,DEP_73,Moûtiers,none,03194,exact,sansloc,Naves
PO7-02403,Naves,Haute-Savoie,DEP_74,Annecy,none,03194,exact,sansloc,Naves
PO7-02407,Nernier,Haute-Savoie,DEP_74,Douvaine,none,74199,exact,sansloc,Nernier
PO7-02408,Neublans,Jura,DEP_39,Chaussin,none,none,nulle,sansloc,none
PO7-02409,Neuchâtel,Doubs,DEP_25,Pont-de-Roide,none,none,nulle,sansloc,none
PO7-02413,Neuvecelle,Haute-Savoie,DEP_74,Évian-les-Bains,none,74200,exact,sansloc,Neuvecelle
PO7-00007,Abbaye-de-la-Charité,Haute-Saône,DEP_70,Scey-sur-Saône,Neuvelle-lès-la-Charité,70384,exact,avecloc,Neuvelle-lès-la-Charité
PO7-02414,Neuvelle-lès-la-Charité,Haute-Saône,DEP_70,Scey-sur-Saône,none,70384,exact,sansloc,Neuvelle-lès-la-Charité
PO7-02417,Neuwiller,Haut-Rhin,DEP_68,Huningue,none,68232,exact,sansloc,Neuwiller
PO7-02418,Nevy-lès-Dole,Jura,DEP_39,Chaussin,none,39387,exact,sansloc,Nevy-lès-Dole
PO7-02419,Neydens,Haute-Savoie,DEP_74,Saint-Julien-en-Genevois,none,74201,exact,sansloc,Neydens
PO7-02936,Ruffieu,Isère,DEP_38,Bourgoin,Nicolas-Vermelle,none,nulle,avecloc,none
PO7-04035,Vermelle,Isère,DEP_38,Bourgoin,Nicolas-Vermelle,none,nulle,avecloc,none
PO7-02421,Niederentzen,Haut-Rhin,DEP_68,Ensisheim,none,68234,exact,sansloc,Niederentzen
PO7-02422,Niederhergheim,Haut-Rhin,DEP_68,Ensisheim,none,68235,exact,sansloc,Niederhergheim
PO7-02423,Niedermorschwihr,Haut-Rhin,DEP_68,Kaysersberg,none,68237,exact,sansloc,Niedermorschwihr
PO7-02424,Nieigles,Ardèche,DEP_07,Thueyts,none,none,nulle,sansloc,none
PO7-02425,Niffer,Haut-Rhin,DEP_68,Habsheim,none,68238,exact,sansloc,Niffer
PO7-02426,Nods,Doubs,DEP_25,Vercel,none,25424,exact,sansloc,Nods
PO7-00319,Beauregard,Jura,DEP_39,Conliège,Nogna,39390,exact,avecloc,Nogna
PO7-02428,Noidans-le-Ferroux,Haute-Saône,DEP_70,Scey-sur-Saône,none,70387,exact,sansloc,Noidans-le-Ferroux
PO7-02429,Noiron,Haute-Saône,DEP_70,Gray,none,70389,exact,sansloc,Noiron
PO7-02430,Nonglard,Haute-Savoie,DEP_74,Annecy,none,74202,exact,sansloc,Nonglard
PO7-02431,Nonières,Ardèche,DEP_07,Cheylard,none,07165,exact,sansloc,Nonières
PO7-02434,Noroy-le-Bourg,Haute-Saône,DEP_70,none,none,70390,exact,sansloc,Noroy-le-Bourg
PO7-02435,Noroy-lès-Jussey,Haute-Saône,DEP_70,Vitrey,none,none,nulle,sansloc,none
PO7-02441,Notre-Dame-de-Briançon,Savoie,DEP_73,Moûtiers,none,none,nulle,sansloc,none
PO7-02443,Notre-Dame-de-Commiers,Isère,DEP_38,Vizille,none,38277,exact,sansloc,Notre-Dame-de-Commiers
PO7-02450,Notre-Dame-de-Mésage,Isère,DEP_38,Vizille,none,38279,exact,sansloc,Notre-Dame-de-Mésage
PO7-02453,Notre-Dame-de-Vaux,Isère,DEP_38,la Mure,none,38280,fuzzy,sansloc,Notre-Dame-de-Vaulx
PO7-02451,Notre-Dame-des-Millières,Savoie,DEP_73,Grésy-sur-Isère,none,73188,exact,sansloc,Notre-Dame-des-Millières
PO7-02455,Notre-Dame-du-Cruet,Savoie,DEP_73,la Chambre,none,73189,exact,sansloc,Notre-Dame-du-Cruet
PO7-02457,Notre-Dame-du-Pré,Savoie,DEP_73,Moûtiers,none,73190,exact,sansloc,Notre-Dame-du-Pré
PO7-02459,Novalaise,Savoie,DEP_73,Saint-Genix,none,73191,exact,sansloc,Novalaise
PO7-02460,Novel,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74203,exact,sansloc,Novel
PO7-02461,Novillard,territoire de Belfort,none,Belfort,none,90074,nodpt,sansloc,Novillard
PO7-02463,Noyarey,Isère,DEP_38,Sassenage,none,38281,exact,sansloc,Noyarey
PO7-02464,Nozeroy,Jura,DEP_39,none,none,39391,exact,sansloc,Nozeroy
PO7-02465,Nozières,Ardèche,DEP_07,Lamastre,none,07166,exact,sansloc,Nozières
PO7-02427,Noël-Cerneux,Doubs,DEP_25,Russey,none,25425,exact,sansloc,Noël-Cerneux
PO7-02474,Oberentzen,Haut-Rhin,DEP_68,Ensisheim,none,68241,exact,sansloc,Oberentzen
PO7-02182,Mittelentzen,Haut-Rhin,DEP_68,Ensisheim,Oberentzen et Niederentzen,none,nulle,avecloc,none
PO7-02476,Oberhergheim,Haut-Rhin,DEP_68,Ensisheim,none,68242,exact,sansloc,Oberhergheim
PO7-02477,Oberlarg,Haut-Rhin,DEP_68,Ferrette,none,68243,exact,sansloc,Oberlarg
PO7-02045,Marbach,Haut-Rhin,DEP_68,Wintzenheim,Obermorschwihr,68244,exact,avecloc,Obermorschwihr
PO7-02478,Obermorschwihr,Haut-Rhin,DEP_68,Wintzenheim,none,68244,exact,sansloc,Obermorschwihr
PO7-02479,Obermorschwiller,Haut-Rhin,DEP_68,Altkirch,none,68245,exact,sansloc,Obermorschwiller
PO7-02481,Obersaasheim,Haut-Rhin,DEP_68,Neuf-Brisach,none,68246,exact,sansloc,Obersaasheim
PO7-02484,Ochiaz,Ain,DEP_01,Bellegarde,none,none,nulle,sansloc,none
PO7-02486,Oderen,Haut-Rhin,DEP_68,Saint-Amarin,none,68247,exact,sansloc,Oderen
PO7-02491,Ognon,none,none,none,none,60475,nodpt,sansloc,Ognon
PO7-02492,Ogoz,none,none,none,none,none,nulle,sansloc,none
PO7-02493,Oisans,none,none,none,none,none,nulle,sansloc,none
PO7-02494,Oiselay-et-Grachaux,Haute-Saône,DEP_70,Gy,none,70393,exact,sansloc,Oiselay-et-Grachaux
PO7-02496,Ollières,Haute-Savoie,DEP_74,Thorens,none,74204,exact,sansloc,Ollières
PO7-02501,Oltingue,Haut-Rhin,DEP_68,Ferrette,none,68248,exact,sansloc,Oltingue
PO7-00112,Anse,Drôme,DEP_26,Crest,Omblèze,26221,exact,avecloc,Omblèze
PO7-02502,Omblèze,Drôme,DEP_26,Crest,none,26221,exact,sansloc,Omblèze
PO7-02503,Onans,Doubs,DEP_25,l’Isle-sur-le-Doubs,none,25431,exact,sansloc,Onans
PO7-02508,Onoz,Jura,DEP_39,Orgelet,none,39394,exact,sansloc,Onoz
PO7-03991,Vaucluse,Jura,DEP_39,Orgelet,Onoz,39394,exact,avecloc,Onoz
PO7-02509,Ontex,Savoie,DEP_73,Yenne,none,73193,exact,sansloc,Ontex
PO7-01694,Hohnack,Haut-Rhin,DEP_68,Lapoutroie,Orbey,68249,exact,avecloc,Orbey
PO7-02511,Orbey,Haut-Rhin,DEP_68,Lapoutroie,none,68249,exact,sansloc,Orbey
PO7-02561,Pairis,Haut-Rhin,DEP_68,Lapoutroie,Orbey,68249,exact,avecloc,Orbey
PO7-02512,Orchamps,Jura,DEP_39,Dampierre,none,39396,exact,sansloc,Orchamps
PO7-02513,Orchamps-Vennes,Doubs,DEP_25,Pierrefontaine,none,25432,exact,sansloc,Orchamps-Vennes
PO7-02514,Orcier,Haute-Savoie,DEP_74,Thonon-les-Bains,none,74206,exact,sansloc,Orcier
PO7-02515,Ordonnaz,Ain,DEP_01,Lhuis,none,01280,exact,sansloc,Ordonnaz
PO7-02516,Orelle,Savoie,DEP_73,Saint-Michel,none,73194,exact,sansloc,Orelle
PO7-02517,Orgelet,Jura,DEP_39,none,none,39397,exact,sansloc,Orgelet
PO7-02518,Oriol-en-Royans,Drôme,DEP_26,Saint-Jean-en-Royans,none,26223,exact,sansloc,Oriol-en-Royans
PO7-02519,Oris-en-Rattier,Isère,DEP_38,Valbonnais,none,38283,exact,sansloc,Oris-en-Rattier
PO7-02522,Ormoy,Haute-Saône,DEP_70,Jussey,none,28289,exact,sansloc,Ormoy
PO7-02523,Ornacieux,Isère,DEP_38,la Côte-Saint-André,none,38284,exact,sansloc,Ornacieux
PO7-02524,Ornans,Doubs,DEP_25,none,none,25434,exact,sansloc,Ornans
PO7-02005,Maconnex,Ain,DEP_01,Ferney-Voltaire,Ornex,01281,exact,avecloc,Ornex
PO7-02525,Ornex,Ain,DEP_01,Ferney-Voltaire,none,01281,exact,sansloc,Ornex
PO7-02526,Ornon,Isère,DEP_38,Bourg-d’Oisans,none,38285,exact,sansloc,Ornon
PO7-02529,Orsans,Doubs,DEP_25,Vercel,none,11268,exact,sansloc,Orsans
PO7-02530,Orschwihr,Haut-Rhin,DEP_68,Guebwiller,none,68250,exact,sansloc,Orschwihr
PO7-02535,Osenbach,Haut-Rhin,DEP_68,Rouffach,none,68251,exact,sansloc,Osenbach
PO7-02536,Osse,Doubs,DEP_25,Roulans,none,25437,exact,sansloc,Osse
PO7-02537,Osselle,Doubs,DEP_25,Boussières,none,25438,exact,sansloc,Osselle
PO7-02539,Ostheim,Haut-Rhin,DEP_68,Kaysersberg,none,68252,exact,sansloc,Ostheim
PO7-03642,Schoppenwihr,Haut-Rhin,DEP_68,Kaysersberg,Ostheim,68252,exact,avecloc,Ostheim
PO7-02540,Ottmarsheim,Haut-Rhin,DEP_68,Habsheim,none,68253,exact,sansloc,Ottmarsheim
PO7-00005,Abbaye-d’Acey,Jura,DEP_39,Gendrey,Ougney,39398,exact,avecloc,Ougney
PO7-02542,Ouhans,Doubs,DEP_25,Montbenoît,none,25440,exact,sansloc,Ouhans
PO7-02545,Oulles,Isère,DEP_38,Bourg-d’Oisans,none,38286,exact,sansloc,Oulles
PO7-02547,Ounans,Jura,DEP_39,Villers-Farlay,none,39399,exact,sansloc,Ounans
PO7-02548,Ourches,Drôme,DEP_26,Crest,none,26224,exact,sansloc,Ourches
PO7-02549,Outre-Drac,none,none,none,none,none,nulle,sansloc,none
PO7-02550,Outre-Rhône,none,none,none,none,none,nulle,sansloc,none
PO7-02551,Outre-Venoge,none,none,none,none,none,nulle,sansloc,none
PO7-02552,Oyeu,Isère,DEP_38,Virieu,none,38287,exact,sansloc,Oyeu
PO7-02553,Oytier,Isère,DEP_38,Heyrieux,Oytier-Saint-Oblas,38288,exact,avecloc,Oytier-Saint-Oblas
PO7-03411,Saint-Oblas,Isère,DEP_38,Heyrieux,Oytier-Saint-Oblas,38288,exact,avecloc,Oytier-Saint-Oblas
PO7-02554,Oz,Isère,DEP_38,Bourg-d’Oisans,none,38289,exact,sansloc,Oz
PO7-02555,Ozon,Ardèche,DEP_07,Tournon,none,07169,exact,sansloc,Ozon
PO7-02556,Pact,Isère,DEP_38,Beaurepaire,none,38290,exact,sansloc,Pact
PO7-02557,Pagney,Jura,DEP_39,Gendrey,none,39402,exact,sansloc,Pagney
PO7-02558,Pagny-la-Ville,Côte-d’Or,none,Seurre,none,21474,nodpt,sansloc,Pagny-la-Ville
PO7-02559,Pailharès,Ardèche,DEP_07,Saint-Félicien,none,07170,exact,sansloc,Pailharès
PO7-02562,Paladru,Isère,DEP_38,Saint-Geoire,none,38292,exact,sansloc,Paladru
PO7-03381,Saint-Michel,Isère,DEP_38,Saint-Geoire,Paladru,38292,exact,avecloc,Paladru
PO7-02564,Palise,Doubs,DEP_25,Marchaux,none,25444,exact,sansloc,Palise
PO7-02565,Pallud,Savoie,DEP_73,Albertville,none,73196,exact,sansloc,Pallud
PO7-02568,Panossas,Isère,DEP_38,Crémieu,none,38294,exact,sansloc,Panossas
PO7-02570,Parcey,Jura,DEP_39,Dole,none,39405,exact,sansloc,Parcey
PO7-02571,Pariset,Isère,DEP_38,Sassenage,none,none,nulle,sansloc,none
PO7-03410,Saint-Nizier,Isère,DEP_38,Sassenage,Pariset,none,nulle,avecloc,none
PO7-03698,Seyssinet,Isère,DEP_38,Sassenage,Pariset,none,nulle,avecloc,none
PO7-02573,Parnans,Drôme,DEP_26,Romans,none,26225,exact,sansloc,Parnans
PO7-02574,Paroy,Doubs,DEP_25,Quingey,none,25445,exact,sansloc,Paroy
PO7-02575,Parves,Ain,DEP_01,Belley,none,01286,exact,sansloc,Parves
PO7-02576,Pasquier,Jura,DEP_39,Champagnole,none,39406,exact,sansloc,Pasquier
PO7-03132,Saint-Étienne,Isère,DEP_38,Virieu,Passage,38296,exact,avecloc,Passage
PO7-02577,Passavant,Doubs,DEP_25,Baume-les-Dames,none,25446,exact,sansloc,Passavant
PO7-02578,Passeirier,Haute-Savoie,DEP_74,la Roche,none,none,nulle,sansloc,none
PO7-02579,Passin,Ain,DEP_01,Champagne,none,none,nulle,sansloc,none
PO7-02580,Passonfontaine,Doubs,DEP_25,Vercel,none,25447,exact,sansloc,Passonfontaine
PO7-02581,Passy,Haute-Savoie,DEP_74,Saint-Gervais-les-Bains,none,71344,exact,sansloc,Passy
PO7-03100,Sainte-Croix,Loire,DEP_42,Rive-de-Gier,Pavezin,42167,exact,avecloc,Pavezin
PO7-02583,Payzac,Ardèche,DEP_07,Joyeuse,none,07171,exact,sansloc,Payzac
PO7-02585,Peaugres,Ardèche,DEP_07,Serrières,none,07172,exact,sansloc,Peaugres
PO7-02587,Peillonnex,Haute-Savoie,DEP_74,Bonneville,none,74209,exact,sansloc,Peillonnex
PO7-02588,Peisey,Savoie,DEP_73,Aime,none,none,nulle,sansloc,none
PO7-01107,Croix-de-la-Pigne,Isère,DEP_38,Mens,Pellafol,38299,exact,avecloc,Pellafol
PO7-02590,Pellafol,Isère,DEP_38,Mens,none,38299,exact,sansloc,Pellafol
PO7-02712,Posterle,Isère,DEP_38,Mens,Pellafol,38299,exact,avecloc,Pellafol
PO7-02592,Pelousey,Doubs,DEP_25,Audeux,none,25448,exact,sansloc,Pelousey
PO7-02596,Pennes,Drôme,DEP_26,Luc-en-Diois,none,none,nulle,sansloc,none
PO7-02597,Penol,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,38300,exact,sansloc,Penol
PO7-02601,Percy,Isère,DEP_38,Clelles,none,38301,exact,sansloc,Percy
PO7-00545,Brécorens,Haute-Savoie,DEP_74,Thonon-les-Bains,Perrignier,74210,exact,avecloc,Perrignier
PO7-02607,Perrignier,Haute-Savoie,DEP_74,Thonon,none,74210,exact,sansloc,Perrignier
PO7-02619,Petit-Lieu,Haute-Savoie,DEP_74,Thonon-les-Bains,Perrignier,74210,exact,avecloc,Perrignier
PO7-02608,Perrigny-sur-l’Ognon,Côte-d’Or,none,Pontailler-sur-Saône,none,none,nulle,sansloc,none
PO7-02606,Perrière,Savoie,DEP_73,Bozel,none,61325,exact,sansloc,Perrière
PO7-01775,Jussy,Haute-Savoie,DEP_74,Reignier,Pers-Jussy,74211,exact,avecloc,Pers-Jussy
PO7-02610,Pers,Haute-Savoie,DEP_74,Reignier,Pers-Jussy,74211,exact,avecloc,Pers-Jussy
PO7-02612,Peseux,Jura,DEP_39,Chemin,none,39412,exact,sansloc,Peseux
PO7-02613,Pesmes,Haute-Saône,DEP_70,none,none,70408,exact,sansloc,Pesmes
PO7-02614,Petit-Bornand,Haute-Savoie,DEP_74,Bonneville,none,none,nulle,sansloc,none
PO7-02616,Petit-Croix,territoire de Belfort,none,Fontaine,none,90077,nodpt,sansloc,Petit-Croix
PO7-02615,Petit-Cœur,Savoie,DEP_73,Moûtiers,none,none,nulle,sansloc,none
PO7-02618,Petit-Landau,Haut-Rhin,DEP_68,Habsheim,none,68254,exact,sansloc,Petit-Landau
PO7-02620,Petit-Mercey,Jura,DEP_39,Gendrey,none,39414,exact,sansloc,Petit-Mercey
PO7-02621,Petit-Noir,Jura,DEP_39,Chemin,none,39415,exact,sansloc,Petit-Noir
PO7-02622,Petit-Paris,Drôme,DEP_26,la Motte-Chalancon,none,none,nulle,sansloc,none
PO7-02625,Peyraud,Ardèche,DEP_07,Serrières,none,07174,exact,sansloc,Peyraud
PO7-02626,Peyrieu,Ain,DEP_01,Belley,none,01294,exact,sansloc,Peyrieu
PO7-02627,Peyrins,Drôme,DEP_26,Romans,none,26231,exact,sansloc,Peyrins
PO7-02992,Saint-Ange,Drôme,DEP_26,Romans,Peyrins,26231,exact,avecloc,Peyrins
PO7-02628,Peyrus,Drôme,DEP_26,Chabeuil,none,26232,exact,sansloc,Peyrus
PO7-02630,Pfaffenheim,Haut-Rhin,DEP_68,Rouffach,none,68255,exact,sansloc,Pfaffenheim
PO7-03635,Schauenberg,Haut-Rhin,DEP_68,Rouffach,Pfaffenheim,68255,exact,avecloc,Pfaffenheim
PO7-02632,Pfetterhouse,Haut-Rhin,DEP_68,Hirsingue,none,68257,exact,sansloc,Pfetterhouse
PO7-02633,Phaffans,territoire de Belfort,none,Fontaine,none,90080,nodpt,sansloc,Phaffans
PO7-02636,Pierre,Isère,DEP_38,Goncelin,none,38303,exact,sansloc,Pierre
PO7-02637,Pierre,Saône-et-Loire,DEP_71,none,none,38303,exact,sansloc,Pierre
PO7-01401,Feyteny,Isère,DEP_38,la Mure,Pierre-Châtel,38304,exact,avecloc,Pierre-Châtel
PO7-02639,Pierrefontaine,Doubs,DEP_25,Hérimoncourt,none,none,nulle,sansloc,none
PO7-02640,Pierrefontaine-lès-Varans,Doubs,DEP_25,none,none,25453,fuzzy,sansloc,Pierrefontaine-les-Varans
PO7-02644,Pilhon,Drôme,DEP_26,Luc-en-Diois,none,none,nulle,sansloc,none
PO7-02645,Pimorin,Jura,DEP_39,Orgelet,none,39420,exact,sansloc,Pimorin
PO7-02646,Pin,Haute-Saône,DEP_70,Marnay,none,03208,exact,sansloc,Pin
PO7-03710,Silve-Bénite,Isère,DEP_38,Virieu,Pin,03208,exact,avecloc,Pin
PO7-02649,Pinsot,Isère,DEP_38,Allevard,none,38306,exact,sansloc,Pinsot
PO7-02650,Pirey,Doubs,DEP_25,Audeux,none,25454,exact,sansloc,Pirey
PO7-02651,Pisieu,Isère,DEP_38,Beaurepaire,none,38307,exact,sansloc,Pisieu
PO7-02634,Piégros,Drôme,DEP_26,Crest,Piégros-la-Clastre,26234,exact,avecloc,Piégros-la-Clastre
PO7-03377,Saint-Médard,Drôme,DEP_26,Crest,Piégros-la-Clastre,26234,exact,avecloc,Piégros-la-Clastre
PO7-02654,Plaimbois-Vennes,Doubs,DEP_25,Pierrefontaine,none,25457,exact,sansloc,Plaimbois-Vennes
PO7-02656,Plainemont,Haute-Saône,DEP_70,Vauvillers,none,70412,exact,sansloc,Plainemont
PO7-02657,Plainoiseau,Jura,DEP_39,Voiteur,none,39422,exact,sansloc,Plainoiseau
PO7-02658,Plaisia,Jura,DEP_39,Orgelet,none,39423,exact,sansloc,Plaisia
PO7-02659,Plan,Isère,DEP_38,Saint-Étienne-de-Saint-Geoirs,none,31425,exact,sansloc,Plan
PO7-02664,Plan-de-Baix,Drôme,DEP_26,Crest,none,26240,exact,sansloc,Plan-de-Baix
PO7-02660,Planaise,Isère,DEP_38,Rives,none,73200,exact,sansloc,Planaise
PO7-02661,Planaise,Savoie,DEP_73,Montmélian,none,73200,exact,sansloc,Planaise
PO7-02662,Plancher-Bas,Haute-Saône,DEP_70,Champagney,none,70413,exact,sansloc,Plancher-Bas
PO7-02997,Saint-Antoine,Haute-Saône,DEP_70,Champagney,Plancher-les-Mines,70414,exact,avecloc,Plancher-les-Mines
PO7-02663,Plancherine,Savoie,DEP_73,Grésy-sur-Isère,none,73202,exact,sansloc,Plancherine
PO7-03787,Tamié,Savoie,DEP_73,Grésy-sur-Isère,Plancherine,73202,exact,avecloc,Plancherine
PO7-02667,Plasne,Jura,DEP_39,Poligny,none,39426,exact,sansloc,Plasne
PO7-02668,Plats,Ardèche,DEP_07,Tournon,none,07177,exact,sansloc,Plats
PO7-02670,Pleure,Jura,DEP_39,Chaussin,none,39429,exact,sansloc,Pleure
PO7-02673,Pointre,Jura,DEP_39,Montmirey-le-Château,none,39432,exact,sansloc,Pointre
PO7-02674,Poisy,Haute-Savoie,DEP_74,Annecy,none,74213,exact,sansloc,Poisy
PO7-00917,Clairefontaine,Haute-Saône,DEP_70,Amance,Polaincourt-et-Clairefontaine,70415,exact,avecloc,Polaincourt-et-Clairefontaine
PO7-02675,Polaincourt-et-Clairefontaine,Haute-Saône,DEP_70,Amance,none,70415,exact,sansloc,Polaincourt-et-Clairefontaine
PO7-02678,Poligny,Jura,DEP_39,none,none,05104,exact,sansloc,Poligny
PO7-02676,Poliénas,Isère,DEP_38,Tullins,none,38310,exact,sansloc,Poliénas
PO7-02679,Pollieu,Ain,DEP_01,Belley,none,01302,exact,sansloc,Pollieu
PO7-02452,Notre-Dame-de-Tournin,Isère,DEP_38,Beaurepaire,Pommier-de-Beaurepaire,38311,exact,avecloc,Pommier-de-Beaurepaire
PO7-02681,Pommier-de-Beaurepaire,Isère,DEP_38,Beaurepaire,none,38311,exact,sansloc,Pommier-de-Beaurepaire
PO7-02682,Pommiers,Isère,DEP_38,Voiron,none,02610,exact,sansloc,Pommiers
