Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-06062,Morosset,,Tarentaise,,"en Tarentaise, sur la commune de Beaufort, près du col du Cormet."
DT73-06073,Motta,,massif du mont Pourri,,"dans le bassin de Moûtiers, sur la commune de Peisey ; fait partie du massif du mont Pourri."
DT73-06075,Mottaz,,en aval de Bramans,,"dans le bassin de l’Arc, se jette dans cette rivière en aval de Bramans."
DT73-06087,Mottes,hameau,Maurienne,,"en Maurienne, sur la commune de Valmeinier, entre le col du Grand-Galibier et le col de l’Aiguille-Noire."
DT73-06087,Mottes,hameau,col du Grand-Galibier,,"en Maurienne, sur la commune de Valmeinier, entre le col du Grand-Galibier et le col de l’Aiguille-Noire."
DT73-06087,Mottes,hameau,col de l’Aiguille-Noire,,"en Maurienne, sur la commune de Valmeinier, entre le col du Grand-Galibier et le col de l’Aiguille-Noire."
DT73-06090,Mottet,,Tarentaise,,"sur les confins de la Tarentaise et de la Maurienne, entre Saint-Jean-de-Belleville et Montgellafrey, domine le col de la Madeleine ; altitude, 2.513 mètres."
DT73-06090,Mottet,,Maurienne,,"sur les confins de la Tarentaise et de la Maurienne, entre Saint-Jean-de-Belleville et Montgellafrey, domine le col de la Madeleine ; altitude, 2.513 mètres."
DT73-06090,Mottet,,col de la Madeleine,,"sur les confins de la Tarentaise et de la Maurienne, entre Saint-Jean-de-Belleville et Montgellafrey, domine le col de la Madeleine ; altitude, 2.513 mètres."
DT73-06098,Moucoir,,Tarentaise,,"en Tarentaise, sur la commune de Saint-Martin-de-Belleville, entre le col de Chanrouge et le col de Chavière."
DT73-06098,Moucoir,,col de Chanrouge,,"en Tarentaise, sur la commune de Saint-Martin-de-Belleville, entre le col de Chanrouge et le col de Chavière."
DT73-06098,Moucoir,,col de Chavière,,"en Tarentaise, sur la commune de Saint-Martin-de-Belleville, entre le col de Chanrouge et le col de Chavière."
DT73-06114,Moulinet,,Maurienne,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval, entre le col de Girard et le col de Séa."
DT73-06114,Moulinet,,Piémont,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval, entre le col de Girard et le col de Séa."
DT73-06114,Moulinet,,col de Girard,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval, entre le col de Girard et le col de Séa."
DT73-06114,Moulinet,,col de Séa,,"sur les confins de la Maurienne et du Piémont et sur la commune de Bonneval, entre le col de Girard et le col de Séa."
DT73-06131,Moulins,hameau,col de Mongeois,,"dans le bassin de l’Arc, prend sa source au col de Mongeois et se jette dans l’Arc à Epierre."
DT73-06135,Moulins,hameau,hameau de Nant-Cruet,,"dans le bassin de l’Isère, sur le hameau de Nant-Cruet (commune de Peisey) et la commune de Landry."
DT73-06137,Moulins,hameau,mont Valezan,,"dans le bassin de l’Isère, descend du mont Valezan et se jette dans l’Isère entre Ste-Foy et Montvalezan-sur-Seez près du hameau de Viclaire."
DT73-06137,Moulins,hameau,Ste-Foy,,"dans le bassin de l’Isère, descend du mont Valezan et se jette dans l’Isère entre Ste-Foy et Montvalezan-sur-Seez près du hameau de Viclaire."
DT73-06139,Mounioz,,col du Mont-Thabor,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune d’Orelle, entre le col du Mont-Thabor et le col de la Vallée-Etroite."
DT73-06139,Mounioz,,col de la Vallée-Etroite,,"dans le bassin de Saint-Jean-de-Maurienne, sur la commune d’Orelle, entre le col du Mont-Thabor et le col de la Vallée-Etroite."
DT73-06154,Mule,,Tarentaise,,"en Tarentaise, conduit de Montsapey à Bonneval-en-Tarentaise."
DT73-06154,Mule,,Bonneval-en-Tarentaise,,"en Tarentaise, conduit de Montsapey à Bonneval-en-Tarentaise."
DT73-06155,Mulinet,,Maurienne,,"en Maurienne ; appelés Cima Martellot par la carte italienne, rejoignent la grosse masse de la pointe de Bonneval ; altitude, 3.469 mètres."
DT73-06155,Mulinet,,pointe de Bonneval,,"en Maurienne ; appelés Cima Martellot par la carte italienne, rejoignent la grosse masse de la pointe de Bonneval ; altitude, 3.469 mètres."
DT73-06171,Muret,hameau,massif des Bauges,,"dans le massif des Bauges, sur la commune d’Aillon-le-Jeune."
DT73-06182,Mya,,col de la Croix-du-Bonhomme,,"dans le bassin de Moûtiers, sur la commune de Bourg-Saint-Maurice, entre le col de la Croix-du-Bonhomme et le village des Chapieux ; altitude, 2.526 mètres."
DT73-06199,Nant-Brun,,montagne de Varbuche,,"dans le bassin de l’Isère, descend de la montagne de Varbuche et se jette dans le nant de Belleville près de Saint-Jean-de-Belleville et de Saint-Laurent-de-la-Cote."
DT73-06200,Nantchat,,hameau des Granges,,"dans le bassin de l’Isère, sur le hameau des Granges (commune du Pontet)."
DT73-06215,Nantet,,hameau de la Rosière,,"dans le bassin de l’Isère, sur le hameau de la Rosière (commune de Montvalezan-sur-Séez)."
DT73-06217,Nant-Gelé,,mont Jovet,,"dans le bassin de l’Isère, prend sa source au pied du mont Jovet et arrose le territoire de Notre-Dame-du-Pré."
DT73-06224,Nants,chalet,hameau de Fontanette,,"dans le bassin de l’Isère, sur la commune de Pralognan et le hameau de Fontanette (commune de Pralognan)."
DT73-06233,Naugentil,,Tarentaise,,"en Tarentaise, sur la commune de Bonneval, près du col de la Mule."
DT73-06244,Néphaz,,montagne de la Chambotte,,"dans le bassin du lac du Bourget, prend sa source au pied de la montagne de la Chambotte, près du hameau des Bruts (commune de Cessens), sépare Cessens de Massingy, et rejoint le Chéran à Rumilly après avoir arrosé Albens."
DT73-06244,Néphaz,,Massingy,,"dans le bassin du lac du Bourget, prend sa source au pied de la montagne de la Chambotte, près du hameau des Bruts (commune de Cessens), sépare Cessens de Massingy, et rejoint le Chéran à Rumilly après avoir arrosé Albens."
DT73-06244,Néphaz,,Rumilly,,"dans le bassin du lac du Bourget, prend sa source au pied de la montagne de la Chambotte, près du hameau des Bruts (commune de Cessens), sépare Cessens de Massingy, et rejoint le Chéran à Rumilly après avoir arrosé Albens."
DT73-06248,Nette,,Maurienne,,"en Maurienne, sur la commune de Termignon, entre le col de la Vanoise et le col de la Lâche."
DT73-06248,Nette,,col de la Vanoise,,"en Maurienne, sur la commune de Termignon, entre le col de la Vanoise et le col de la Lâche."
DT73-06248,Nette,,col de la Lâche,,"en Maurienne, sur la commune de Termignon, entre le col de la Vanoise et le col de la Lâche."
DT73-06251,Neuvache,,mont Thabor,,"dans le bassin de l’Arc ; prend sa source au mont Thabor, passe près de Valmeinier et de Saint-Martin-d'Arc, et se jette dans l’Arc à Saint-Michel."
DT73-06252,Neuvachette,,au-dessous de Valloires,,"dans le bassin de l’Arc, se jette dans le torrent de la Valloirette au-dessous de Valloires."
DT73-06254,Neuve,hameau,Tarentaise,,"en Tarentaise, resserrée entre l’aiguille du Grand-Fond et l’aiguille de Terrassin, entre Beaufort et Bourg-Saint-Maurice."
DT73-06254,Neuve,hameau,aiguille du Grand-Fond,,"en Tarentaise, resserrée entre l’aiguille du Grand-Fond et l’aiguille de Terrassin, entre Beaufort et Bourg-Saint-Maurice."
DT73-06254,Neuve,hameau,aiguille de Terrassin,,"en Tarentaise, resserrée entre l’aiguille du Grand-Fond et l’aiguille de Terrassin, entre Beaufort et Bourg-Saint-Maurice."
DT73-06258,Niclet,,au-dessous du hameau de Prariond,,"dans le bassin de l’Isère, prend sa source au pied du glacier de Bassagne et se jette dans l’Isère au-dessous du hameau de Prariond (commune de Val-d’Isère)."
DT73-06266,Nivolet,,massif des Bauges,,"dans le bassin de Chambéry et dans le massif des Bauges, sur les communes des Déserts, de Saint-Alban et de Verel-Pragondran ; altitude, 1.553 mètres."
DT73-06270,Noir,,Maurienne,,"en Maurienne, sur la commune de Bonneval, entre la cime du Carro et le col de Girard."
DT73-06270,Noir,,cime du Carro,,"en Maurienne, sur la commune de Bonneval, entre la cime du Carro et le col de Girard."
DT73-06270,Noir,,col de Girard,,"en Maurienne, sur la commune de Bonneval, entre la cime du Carro et le col de Girard."
DT73-06271,Noir,,Maurienne,,"en Maurienne, sur la commune de Bramans, entre les cols d’Ambin, de la Coche et d’Etache ; déverse ses eaux dans l’Arc par le ruisseau d’Ambin."
DT73-06271,Noir,,"cols d’Ambin, de la Coche et d’Etache",,"en Maurienne, sur la commune de Bramans, entre les cols d’Ambin, de la Coche et d’Etache ; déverse ses eaux dans l’Arc par le ruisseau d’Ambin."
DT73-06272,Noir,,Maurienne,,"en Maurienne, sur la commune de Randens ; est dominé par le mont du Grand-Arc."
DT73-06272,Noir,,mont du Grand-Arc,,"en Maurienne, sur la commune de Randens ; est dominé par le mont du Grand-Arc."
DT73-06273,Noir,,Tarentaise,,"en Tarentaise, sur la commune de Sainte-Foy, près du col du Clou."
DT73-06274,Noir,,Tarentaise,,"en Tarentaise, sur la commune de Saint-Martin-de-Belleville ; déverse ses eaux dans le nant de Tortolet."
DT73-06300,Notre-Dame-de-la-Nève,,vallée de la Haute-Isère,,"dans le bassin de Moûtiers et la vallée de la Haute-Isère ; altitude, 2.481 mètres."
DT73-06323,Nova,,mont du Grand-Fond,,"dans le bassin de Moûtiers, entre le mont du Grand-Fond et la pointe Loisette ; conduit de Bourg-Saint-Maurice à Beaufort ; altitude, 2.624 mètres."
DT73-06323,Nova,,pointe Loisette,,"dans le bassin de Moûtiers, entre le mont du Grand-Fond et la pointe Loisette ; conduit de Bourg-Saint-Maurice à Beaufort ; altitude, 2.624 mètres."
DT73-06340,Œil-Noir,,vallée des Prés,,"dans le bassin de Saint-Jean-de-Maurienne, conduit de Saint-Michel à la vallée des Prés en passant par Valloires."
DT73-06345,Onci,,col d’Arnaz,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Bessans, entre le col d’Arnaz et le col du Lautaret."
DT73-06345,Onci,,col du Lautaret,,"dans le bassin de Saint-Jean-de-Maurienne et sur la commune de Bessans, entre le col d’Arnaz et le col du Lautaret."
DT73-06354,Orchair,,massif des Bauges,,"dans le bassin de Chambéry et dans le massif des Bauges (chaîne de la Chas), entre le mont Armenaz et la montagne de la Sambuy (Haute-Savoie) ; domine les communes de Cléry et de Verrens-Arvey ; altitude, 1.661 mètres."
DT73-06354,Orchair,,chaîne de la Chas,,"dans le bassin de Chambéry et dans le massif des Bauges (chaîne de la Chas), entre le mont Armenaz et la montagne de la Sambuy (Haute-Savoie) ; domine les communes de Cléry et de Verrens-Arvey ; altitude, 1.661 mètres."
DT73-06354,Orchair,,mont Armenaz,,"dans le bassin de Chambéry et dans le massif des Bauges (chaîne de la Chas), entre le mont Armenaz et la montagne de la Sambuy (Haute-Savoie) ; domine les communes de Cléry et de Verrens-Arvey ; altitude, 1.661 mètres."
DT73-06354,Orchair,,montagne de la Sambuy,,"dans le bassin de Chambéry et dans le massif des Bauges (chaîne de la Chas), entre le mont Armenaz et la montagne de la Sambuy (Haute-Savoie) ; domine les communes de Cléry et de Verrens-Arvey ; altitude, 1.661 mètres."
DT73-06359,Orgeval,,Savoie,,"dans le bassin de Chambéry, sur les limites de la Savoie et de la Haute-Savoie, entre Jarsy et Faverges (Haute-Savoie), le plus élevé du massif des Bauges ; altitude, 1.756 mètres."
DT73-06359,Orgeval,,Haute-Savoie,,"dans le bassin de Chambéry, sur les limites de la Savoie et de la Haute-Savoie, entre Jarsy et Faverges (Haute-Savoie), le plus élevé du massif des Bauges ; altitude, 1.756 mètres."
DT73-06359,Orgeval,,Faverges,,"dans le bassin de Chambéry, sur les limites de la Savoie et de la Haute-Savoie, entre Jarsy et Faverges (Haute-Savoie), le plus élevé du massif des Bauges ; altitude, 1.756 mètres."
DT73-06359,Orgeval,,massif des Bauges,,"dans le bassin de Chambéry, sur les limites de la Savoie et de la Haute-Savoie, entre Jarsy et Faverges (Haute-Savoie), le plus élevé du massif des Bauges ; altitude, 1.756 mètres."
DT73-06369,Ormelune,,Tarentaise,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Sainte-Foy, entre le col du Mont et le col du Lac-Noir ; altitude, 3.283 mètres."
DT73-06369,Ormelune,,Piémont,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Sainte-Foy, entre le col du Mont et le col du Lac-Noir ; altitude, 3.283 mètres."
DT73-06369,Ormelune,,col du Mont,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Sainte-Foy, entre le col du Mont et le col du Lac-Noir ; altitude, 3.283 mètres."
DT73-06369,Ormelune,,col du Lac-Noir,,"sur les confins de la Tarentaise et du Piémont et sur la commune de Sainte-Foy, entre le col du Mont et le col du Lac-Noir ; altitude, 3.283 mètres."
DT73-06370,Ormente,,pointe Loisette,,"dans le bassin de l’Isère, prend sa source à la pointe Loisette près du col de la Nova, arrose le hameau de Noyeray et se jette dans l’Isère à Aime."
DT73-06370,Ormente,,hameau de Noyeray,,"dans le bassin de l’Isère, prend sa source à la pointe Loisette près du col de la Nova, arrose le hameau de Noyeray et se jette dans l’Isère à Aime."
DT73-06373,Ornon,,col de l’Infernet,,"dans le bassin de Saint-Jean-de-Maurienne, entre Saint-Sorlin-d'Arves et le col de l’Infernet ; altitude, 2.501 mètres."
DT73-06376,Orsière,,mont Touvet,,"dans le bassin de Saint-Jean-de-Maurienne, entre Valmeinier et le mont Touvet."
DT73-06379,Hauterens,,dent du Corbelet,,"dans le bassin de Chambéry, sur les 554Saint-Jean-de-Couz et Entremont-le-Vieuxcommunes de Saint-Thibaud-de-Couz,  ; elle est séparée de la dent du Corbelet par un col qui permet de rejoindre de Saint-Thibaud-de-Couz les montagnes qui dominent Saint-Cassin et la vallée d’Entremont ; altitude, 1.627 mètres."
DT73-06379,Hauterens,,vallée d’Entremont,,"dans le bassin de Chambéry, sur les 554Saint-Jean-de-Couz et Entremont-le-Vieuxcommunes de Saint-Thibaud-de-Couz,  ; elle est séparée de la dent du Corbelet par un col qui permet de rejoindre de Saint-Thibaud-de-Couz les montagnes qui dominent Saint-Cassin et la vallée d’Entremont ; altitude, 1.627 mètres."
DT73-06380,Ouglietta,,Tarentaise,,"en Tarentaise, sur la commune de Val-d’Isère ; déverse ses eaux dans l’Isère au hameau de Fornet (commune de Val-d’Isère)."
DT73-06380,Ouglietta,,hameau de Fornet,,"en Tarentaise, sur la commune de Val-d’Isère ; déverse ses eaux dans l’Isère au hameau de Fornet (commune de Val-d’Isère)."
DT73-06381,Ouillarse,,Maurienne,,"sur les confins de la Maurienne et du Piémont, dans la chaîne de partage des eaux comprise entre les Grandes-Pareis ou Bessanèse au midi et la pointe de Bonneval au nord, près du col du Collerin ; altitude, 3.491 mètres."
DT73-06381,Ouillarse,,Piémont,,"sur les confins de la Maurienne et du Piémont, dans la chaîne de partage des eaux comprise entre les Grandes-Pareis ou Bessanèse au midi et la pointe de Bonneval au nord, près du col du Collerin ; altitude, 3.491 mètres."
DT73-06381,Ouillarse,,Grandes-Pareis ou Bessanèse,,"sur les confins de la Maurienne et du Piémont, dans la chaîne de partage des eaux comprise entre les Grandes-Pareis ou Bessanèse au midi et la pointe de Bonneval au nord, près du col du Collerin ; altitude, 3.491 mètres."
DT73-06381,Ouillarse,,pointe de Bonneval,,"sur les confins de la Maurienne et du Piémont, dans la chaîne de partage des eaux comprise entre les Grandes-Pareis ou Bessanèse au midi et la pointe de Bonneval au nord, près du col du Collerin ; altitude, 3.491 mètres."
DT73-06382,Ouille,,massif des Arponts,,"dans le bassin de Saint-Jean-de-Maurienne, entre le massif des Arponts et la commune de Bramans."
DT73-06383,Ouille,,Tarentaise,,"en Tarentaise, près du passage de la Vanoise ; est tributaire de l’Isère dans laquelle il verse ses eaux à Pralognan."
DT73-06384,Ouille-de-la-Balme,,Tarentaise,,"en Tarentaise, sur la commune d’Argentine, entre le col de Basmont et le col de la Madeleine."
