article_id,vedette,vedette_orig,localisationco,localisationco_orig,NCCENR_orig,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO8-00077,Aurel,Aurel,Sault,Sault,Sault,Sault (84123),,,,,,,nulle,Vaucluse,84,Sault,dpt_exact,     Aurel     Vaucluse     con de Sault     cne de Sault       lx        Aurellum  eccl   201 d  207 a  Sanctus Petrus  eccl   207 a    
PO8-00078,Aurent,Aurent,none,none,,04032,,,,,,,nulle,Basses-Alpes,04,Entrevaux,nulle,     Aurent     Basses Alpes     con d Entrevaux       Aurentum  eccl   266 a    
PO8-00079,Auriac,Auriac,Brue Auriac,Brue-Auriac,Brue-Auriac,Brue Auriac (83025),,,,,,,nulle,Var,83,Barjols,dpt_exact,     Auriac     Var     con de Barjols     cne de Brue Auriac       Auriac  eccl   19 b  31 f  hospitale  19 b      Auriach  eccl   36 a      Auriacum  eccl   1 a  9 c  41 f    
PO8-00080,Auribeau,Auribeau,none,none,,Auribeau Siagne (06007) - Auribeau-sur-Siagne,,,,,,,nulle,Alpes-Maritimes,06,Grasse,dpt_fuzzy,     Auribeau     Alpes Maritimes     con de Grasse       cxlviii        Auribellum  castrum  271 d  eccl   271 b  276 d      Auribelum  271 var  p    
PO8-00081,Auribeau,Auribeau,none,none,,04177,,,,,,,nulle,Basses-Alpes,04,Digne,nulle,     Auribeau     Basses Alpes     con de Digne       cxxxviii        Auribellum  103 b  eccl   76 b  prior  xl  88 e  93 d  rector  76 b    
PO8-00082,Auribeau,Auribeau,none,none,Auribeau,Auribeau (84006),,,,,,,nulle,Vaucluse,84,Apt,dpt_exact,     Auribeau     Vaucluse     con d Apt       Auribellum  prior  48 d  52 c    
PO8-00083,Auriol,Auriol,none,none,Auriol,Auriol (13007),,,,,,,nulle,Bouches-du-Rhône,13,Roquevaire,dpt_exact,     Auriol     Bouches du Rhône     con de Roquevaire       Auriolum  capellanus  217 b  castrum  217 b  eccl   214 e    
PO8-00084,Aurons,Aurons,none,none,Aurons,Aurons (13008),,,,,,,nulle,Bouches-du-Rhône,13,Salon,dpt_exact,     Aurons     Bouches du Rhône     con de Salon       Auroni  eccl   37 d      Auronum  eccl   12 d  43 d  vicarius  12 d      Auros  eccl   24 b  hospitale  24 b    
PO8-00085,Autanne,Autanne,Vercoiran,Vercoiran,Vercoiran,Vercoiran (26370),,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_exact,     Autanne     Drôme     con de Buis les Baronnies     cne de Vercoiran       Altana  eccl   114 c      Autane  cure  128 e      Outana  eccl   118 a    
PO8-00086,Authon,Authon,none,none,Authon,Authon (04016),,,,,,,nulle,Basses-Alpes,04,Sisteron,dpt_exact,     Authon     Basses Alpes     con de Sisteron       Autonnum  103 b    
PO8-00087,Auvare,Auvare,none,none,Auvare,Auvare (06008),,,,,,,nulle,Alpes-Maritimes,06,Puget-Théniers,dpt_exact,     Auvare     Alpes Maritimes     con de Puget Théniers       Adoara  eccl   264 c      Asoara  eccl   263 d      Auvara  eccl   267 b    
PO8-00088,Auzet,Auzet,none,none,Auzet,Auzet (04017),,,,,,,nulle,Basses-Alpes,04,Seyne,dpt_exact,     Auzet     Basses Alpes     con de Seyne       Ausetum  capellanus  256 b      Auzetum  capellanus  259 d    
PO8-00089,Avancon,Avançon,none,none,Avançon,Avancon (05011),,,,,,,nulle,Hautes-Alpes,05,la Bâtie-Neuve,dpt_exact,     Avançon     Hautes Alpes     con de la Bâtie Neuve       xlvii  cxxxiv        Avansonum  capellanus  246 e  251 d  eccl   91 c      Avanzanum  capellanus  83 c    
PO8-00090,Avaye,Avaye,Mons,Mons,Mons,Mons (83080),,,,,,,nulle,Var,83,Fayence,dpt_exact,     Avaye     Var     con de Fayence     cne de Mons       Avasia  prioratus  67 e      Evasia  60 e    
PO8-00091,Avignon,Avignon,none,none,Avignon,Avignon (84007),,,,,,,nulle,Vaucluse,84,none,dpt_exact,     Avignon     Vaucluse       Advenio  Avenio  Avennicorum civitas  Avinio  lxxvi  lxxxi  xcvi  xcviii  cxxviii  cxxxix  148  167 c  252 a  archidiaconus major  181 a  bajuli confratrie Carrerie Speciarie  173 e  bajuli Parve Fusterie  187 b  Beata Maria de Castro  capellam  168 b f  169 a  crota subtus capellam  169 a e  Beata Maria de Dompnis  de Domps  ecclesia major  Notre Dame des Doms  168 176  177 a  178 a  magnum altare  178 d  altare de Angelis  187 a  canonici  168 c  169 b  170 b c  174 a  capellanie de la Beymia vel de Beyruna  171 a f  172 h  capella domini Andree Genesii  178 f  capella domini Benedicti  178 e  capella domini Chyco  178 e  Omnium Angelorum et Arcangelorum capella  172 c  capella Omnium Apostolorum  178 d e  capella Omnium Sanctorum  172 c  capella Sancte Crucis  178 e  capella Sancte Marthe  178 c f  capella Sancti Benedicti  173 c  capella vel capellania Sancti Donati  169 a e g h  178 c  capella Sancti Johannis Baptiste  178 g  capella Sancti Juliani  175 a  capella Sancti Marcialis  178 d f  capella Sancti Michaelis  187 a  capellania Sancti Pauli  178 g  capellania Sancti Petri  169 a  capella Sancti Spiritus  169 e  capella Sanctorum Angelorum  178 g  capella Sanctorum Johannis et Pauli  178 f  capellanie Sanctorum Symeonis et Jude  178 d  capellani seculares  168 c  169 b f  capellanie  168 176  178 c d e f g  187 a b  capitulum  168 e  169 b  171 g  cepta  169 e f  171 f  clericie perpetue  170 b c  decanus  189 b  decanus administrans  165 a  168 e  171 h  177 a c  178 a  179 e  181 a b  decanus non administrans  165 a  176 a  elemosinarius  165 a  168 e  169 g  178 b  infirmarius  165 a  169 g  178 b  operarius  165 a  181 b  precentor  181 b  refectorium  169 b f h  171 a g  172 b  sacrista  165 a  171 f  173 e  178 b  181 b  vestiaria puerorum  191 a  Beata Maria Magdalena  prior  165 a  Beata Maria Principalis vel ecclesia de Principali  179 f  prior  165 a  Carmelite  186 a  civitas  lxii  lxiv  lxxxvi  167 c  clerus  177 b c  emina  168 d  episcopus  165 a  167 c  170 b  173 c  174 c e  175 a c e  177 b  186 c  floreni  250 var  b  253 c  gubernator  203 g  hospitale de Fenolheto  178 b  manguenerium  168 d  169 b  pons Avinionis  hospitale  180 a  rectores  183 b  Predicatores  conventus  179 g  182 b  prepositus  165 a  168 d f  169 b c e f g  170 b d e f  171 b d h  172 e g  178 a  181 a  190  192 eRepentite de Miraculis  monasterium  177 e  rupa  168 c  Sancta Clara  monasterium  182 c  Sancta  Curxprior  165 a  Sancta Katerina seu Katerina  180 a  abbatissa  166 a  monasterium  177 d  183 c  Sancta Praxedis  monasterium  182 b  Sanctus Agricolus  Saint Agricol  altare Sancti Andree  187 a  camerarius  222 b  capella cardinalis Guillelmi  179 b  capella Johannis de Turre  179 b  capella nova  179 a b c  capella des Pousilhons  179 b  capella Sancte Auree  179 a  capella Sancte Marie Magdalenes  179 b  capella Sancti Andree  179 c  capella Sancti Sebastiani  179 c  capellanie  179 a b c  187 a b  capitulum  177 d  182 a  183 b  190 a  collegium  192 f  prior  165 a  Sanctus Anthonius  vel Antonius  domus  165 a  preceptor  165 a  188 b  Sanctus Benedictus  prior  165 a  Sanctus Desiderius  capitulum  177 d  182 a  rector  165 a  sacrista  177 a  Sanctus Genesius  capellanie  179 e f  prior  177 e  rector  165 a  Sanctus Johannes de Florentia  180 a  Sanctus Laurencius vel Laurentius  abbatissa  165 a  182 b  monasterium  177 e  182 b  moniales  155 c  Sanctus Lazarus  capella  178 b  rector  166 a  Sanctus Martinus  eccl   190 a  Sanctus Nicolaus  collegium  177 e  Sanctus Petrus  Saint Pierre  capella de Belleem  179 d  capella de Fontibus  179 c d  capella Sancte Crucis  179 d  capella Sancti Egidii  179 d  capella Sancti Leonardi  179 c d  capellanie  179 c d e  capitulum  177 d  182 a  elemosina notariorum  187 a  precentor  177 a  prior  165 a  Sanctus Stephanus  capella a la Trebuna  179 e  prior  165 a  Sanctus Symphorianus vel Simphorianus  eccl   165 a  179 f g  prior  178 b    
PO8-00092,Bagarry,Bagarry,Bourguet,Bourguet,Bourguet,Bourguet (83020),,,,,,,nulle,Var,83,Comps,dpt_exact,     Bagarry     Var     con de Comps     cne du Bourguet       Bagarris  294 f  eccl  parrochialis  290 d      Begarris  eccl   293 b    
PO8-00093,Bagnols,Bagnols,none,none,,83008,,,,,,,nulle,Var,83,Fréjus,nulle,     Bagnols     Var     con de Fréjus       Bagnols  57 a      Banholi  vicaria  68 c    
PO8-00094,Bairols,Bairols,none,none,Bairols,Bairols (06009),,,,,,,nulle,Alpes-Maritimes,06,Villars,dpt_exact,     Bairols     Alpes Maritimes     con de Villars       Bairol  278 c      Bairols  280 d      Baroli  presbiter  283 f      Bayroli  prior  287 b    
PO8-00095,Ballons,Ballons,none,none,Ballons,Ballons (26022),,,,,,,nulle,Drôme,26,Séderon,dpt_exact,     Ballons     Drôme     con de Séderon       Balaon  75 g  capellanus  80 b      Balloni  prior  87 f      Balo  102 b    
PO8-00096,Ban,Ban,Lemps,Lemps,Lemps,Lemps (26161),,,,,,,nulle,Drôme,26,Rémuzat,dpt_exact,     Ban     Drôme     con de Rémuzat     cne de Lemps       Ban  Sanctus Castor  eccl   114 a    
PO8-00097,Banon,Banon,none,none,Banon,Banon (04018),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Banon     Basses Alpes     arr  de Forcalquier       xxx        Bannonum  prior  47 b  51 c  Sancta Maria in Castello  55 a    
PO8-00098,Bar,Bar,none,none,,06010,,,,,,,nulle,Alpes-Maritimes,06,none,nulle,     Bar  le  ou le Bar sur le Loup     Alpes Maritimes     arrt de Grasse       Albarnum  305 c h  eccl   269 a  prior  274 b  276 c    
PO8-00099,Baratier,Baratier,none,none,Baratier,Baratier (05012),,,,,,,nulle,Hautes-Alpes,05,Embrun,dpt_exact,     Baratier     Hautes Alpes     con d Embrun       Baratherium  capellanus  247 e    
PO8-00101,Barbara,Barbara,Allan,Allan,Allan,Allan (26005),,,,,,,nulle,Drôme,26,Montélimar,dpt_exact,     Barbara     Drôme     con de Montélimar     cne d Allan       Barbara  curatus  230 e    
PO8-00102,Barbegal,Barbegal,Arles,Arles,Arles,Arles (13004),,,,,,,nulle,Bouches-du-Rhône,13,Arles,dpt_exact,     Barbegal     Bouches du Rhône     con d Arles     cne d Arles       Barbegal  157 a      Berbegal  144 c      Borbegal  150 c    
PO8-00103,Barben,Barben,none,none,Barben,Barben (13009),,,,,,,nulle,Bouches-du-Rhône,13,Salon,dpt_exact,     Barben  la      Bouches du Rhône     con de Salon       Berbens  eccl   15 a  vicarius  15 a      Berbent  4 b      La Berbenta  eccl   37 c      La Berbento  eccl   23 e  hospitale  23 e    
PO8-00104,Barbentane,Barbentane,none,none,Barbentane,Barbentane (13010),,,,,,,nulle,Bouches-du-Rhône,13,Châteaurenard-Provence,dpt_exact,     Barbentane     Bouches du Rhône     con de Châteaurenard Provence       Berbentana  181 var  a  182 b  eccl   altare Sancte Katerine  184 a  altare Sancte Marthe  184 a b  altare Sancti Anthonii  184 a  altare Sancti Johannis  184 b  altare Sancti Sebastiani  184 b    
PO8-00105,Barcelonnette,Barcelonnette,none,none,Barcelonnette,Barcelonnette (04019),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Barcelonnette     Basses Alpes       Barchilonia  capellanus  252 b      Barcilonia  capellanus  247 c  eccl   243 b    
PO8-00106,Barcillonnette,Barcillonnette,none,none,Barcillonnette,Barcillonnette (05013),,,,,,,nulle,Hautes-Alpes,05,none,dpt_exact,     Barcillonnette     Hautes Alpes     arr  de Gap       Barcelloneta  97 b      Barsillona  capellanus  78 d    
PO8-00108,Bargeme,Bargême,none,none,Bargème,Bargeme (83010),,,,,,,nulle,Var,83,Comps,dpt_exact,     Bargême     Var     con de Comps       Bargema  prebenda  63 a      Barjema  63 var  d  vicaria  68 b    
PO8-00109,Bargemon,Bargemon,none,none,Bargemon,Bargemon (83011),,,,,,,nulle,Var,83,Callas,dpt_exact,     Bargemon     Var     con de Callas       Barjamonum  Sanctus Stephanus  prior  67 c      Barzamonum  Sanctus Stephanus  60 e    
PO8-00110,Barjols,Barjols,none,none,Barjols,Barjols (83012),,,,,,,nulle,Var,83,none,dpt_exact,     Barjols     Var     arr  de Brignoles       Barjolensis  eccl   62 a  64 a  precentor  64 a  130 a  prepositus  19 c  36 a  64 a  129 a  sacrista  64 a  130 a  subsacrista  64 a    
PO8-00111,Barles,Barles,none,none,Barles,Barles (04020),,,,,,,nulle,Basses-Alpes,04,Seyne,dpt_exact,     Barles     Basses Alpes     con de Seyne       Barole  256 var  g  257 var  c  Beata Maria  capellanus  259 a  Sanctus Petrus  capellanus  258 e      Barule  Beata Maria  capellanus  256 b  prebenda  255 b  Sanctus Andreas  rector  257 c  Sanctus Petrus  capellanus  256 b    
PO8-00112,Barras,Barras,none,none,Barras,Barras (04021),,,,,,,nulle,Basses-Alpes,04,Digne,dpt_exact,     Barras     Basses Alpes     con de Digne       Barracium  prior  88 f      Barrassium  93 c  103 b  prior  93 e      Barratium  capellanus  76 f    
PO8-00113,Barreme,Barrême,none,none,Barrême,Barreme (04022),,,,,,,nulle,Basses-Alpes,04,none,dpt_exact,     Barrême     Basses Alpes     arr  de Digne       Barrema  294 e  eccl   289 a  292 a    
PO8-00114,Barret,Barret-le-Bas,none,none,,Barret Meouge (05014) - Barret-sur-Méouge,,,,,,,nulle,Hautes-Alpes,05,Ribiers,dpt_fuzzy,     Barret le Bas     Hautes Alpes     con de Ribiers       Barretum  Sanctus Laurentius  prior  75 e      Barretum Inferius  capellanus  80 a  86 c    
PO8-00115,Barret,Barret-le-Haut,none,none,,Barret Meouge (05014) - Barret-sur-Méouge,,,,,,,nulle,Hautes-Alpes,05,Ribiers,dpt_fuzzy,     Barret le Haut     Hautes Alpes     con de Ribiers       Barretum Capre  102 c      Barretum Superius  capellanus  80 a  86 c  eccl   xli  92 h    
PO8-00116,Barret de Lioure,Barret-de-Lioure,none,none,Barret-de-Lioure,Barret de Lioure (26026),,,,,,,nulle,Drôme,26,Séderon,dpt_exact,     Barret de Lioure     Drôme     con de Séderon       xlix        Barretum de Libra  prior  92 g      Barretum Libre  102 a      Barretum de Liura  prior  88 a      Barretum de Lura  prior  75 c    
PO8-00117,Barroux,Barroux,none,none,Barroux,Barroux (84008),,,,,,,nulle,Vaucluse,84,Malaucène,dpt_exact,     Barroux  le      Vaucluse     con de Malaucène       xciv  cxxi        Albaruffum  prior  237 c      Albarufum  curatus  239 b    
PO8-00118,Bars,Bars,Valensole,Valensole,Valensole,Valensole (04230),,,,,,,nulle,Basses-Alpes,04,Valensole,dpt_exact,     Bars  le      Basses Alpes     con de Valensole     cne de Valensole       Albardum  capellanus  108 f  eccl   109 d    
PO8-00119,Bassargues,Bassargues,Meynes,Meynes,Meynes,Meynes (30166),,,,,,,nulle,Gard,30,Aramon,dpt_exact,     Bassargues     Gard     con d Aramon     cne de Meynes       Barcianicum  Sanctus Michael  139 a      Barsanice  Sanctus Michael  eccl   147 c  prior  143 a      Bartianicum  Sanctus Michael  capellanus  155 a  prior  155 a    
PO8-00120,Bastide,Bastide,Vallier,Saint-Vallier,,Vallier Thiey (06130) - Saint-Vallier-de-Thiey,,,,,,,nulle,Alpes-Maritimes,06,Saint-Vallier,dpt_fuzzy,     Bastide     Alpes Maritimes     con de Saint Vallier     cne de Saint Vallier       Bastida domini episcopi  271 d    
PO8-00121,Bastide des Jourdans,Bastide-des-Jourdans,none,none,Bastide-des-Jourdans,Bastide des Jourdans (84009),,,,,,,nulle,Vaucluse,84,Pertuis,dpt_exact,     Bastide des Jourdans  la      Vaucluse     con de Pertuis       La Bastida  eccl   32 e  39 c      Bastida Jordanorum  eccl   27 e  45 g  hospitale  27 e      Bastita Jordanorum  eccl   9 a    
PO8-00122,Bastidonne,Bastidonne,Barjols,Barjols,Barjols,Barjols (83012),,,,,,,nulle,Var,83,Barjols,dpt_exact,     Bastidonne  la      Var     con de Barjols     cne de Barjols       Bastida prepositi Barjolensis  eccl   19 c  36 a    
PO8-00123,Batie Montsaleon,Bâtie-Montsaléon,none,none,Bâtie-Montsaléon,Batie Montsaleon (05016),,,,,,,nulle,Hautes-Alpes,05,Serres,dpt_exact,     Bâtie Montsaléon  la      Hautes Alpes     con de Serres       Bastida Mont Salaii  97 d      Mons Celeus  capellanus  82 b  eccl   91 a      Mons Selicus  capellanus  78 g    
PO8-00124,Batie Neuve,Bâtie-Neuve,none,none,Bâtie-Neuve,Batie Neuve (05017),,,,,,,nulle,Hautes-Alpes,05,none,dpt_exact,     Bâtie Neuve  la      Hautes Alpes     arr  de Gap       xlvii  cxxxiv        Bastia Nova  capellanus  78 f      Bastida Nova  vicarius  96 a    
PO8-00125,Batie Verdun,Bâtie-Verdun,Sauveur,Saint-Sauveur,,26329,,,,,,,nulle,Drôme,26,Buis-les-Baronnies,dpt_fuzzy,     Bâtie Verdun  la      Drôme     con de Buis les Baronnies     cne de Saint Sauveur       Bastida  eccl   121 d      La Bastie  prieuré  128 b      Verdunum et Dulnio  eccl   116 a    
PO8-00126,Batie Vieille,Bâtie-Vieille,none,none,Bâtie-Vieille,Batie Vieille (05018),,,,,,,nulle,Hautes-Alpes,05,la Bâtie-Neuve,dpt_exact,     Bâtie Vieille  la      Hautes Alpes     con de la Bâtie Neuve       Bastia Vetus  capellanus  79 a      Bastida Vetus  96 b    
PO8-00127,Baudinard,Baudinard,none,none,,Baudinard Verdon (83014) - Baudinard-sur-Verdon,,,,,,,nulle,Var,83,Aups,dpt_fuzzy,     Baudinard     Var     con d Aups       Beldisnar  capellanus  108 c    
PO8-00128,Bauduen,Bauduen,none,none,Bauduen,Bauduen (83015),,,,,,,nulle,Var,83,Aups,dpt_exact,     Bauduen     Var     con d Aups       Bondonium      hospitalarius  106 b    
PO8-00129,Baume,Baume,Sisteron,Sisteron,Sisteron,Sisteron (04209),,,,,,,nulle,Basses-Alpes,04,Sisteron,dpt_exact,     Baume  la      Basses Alpes     con de Sisteron     cne de Sisteron       Balma  capellanus  81 a      Balma prope et ante Sistaricum  rector  102 c      Sanctus Marcellinus de Balma juxta Cistaricum  prior  115      Sanctus Marcellus de Balma ante Sistaricum  prior  89 f    
PO8-00130,Baume,Baume,Saint Andre de Rosans,Saint-André-de-Rosans,Saint-André-de-Rosans,Saint Andre de Rosans (05129),,,,,,,nulle,Hautes-Alpes,05,Rosans,dpt_exact,     Baume  la      Hautes Alpes     con de Rosans     cne de Saint André de Rosans       Balma de Rissono  capellanus  80 d    
PO8-00131,Baume,Baume,Estezargues?,Estézargues?,,30107,P76207055,DT30-00550,Baume  La  ,ferme,commune d’Estézargues,30107,localisationco_fuzzy,,,,,
PO8-00132,Baume de Transit,Baume-de-Transit,none,none,Baume-de-Transit,Baume de Transit (26033),,,,,,,nulle,Drôme,26,Saint-Paul-Trois-Châteaux,dpt_exact,     Baume de Transit  la      Drôme     con de Saint Paul Trois Châteaux       Balme  curatus  231 c    
PO8-00133,Baunettes,Baunettes,Chauffayer,Chauffayer,Chauffayer,Chauffayer (05039),,,,,,,nulle,Hautes-Alpes,05,Saint-Firmin,dpt_exact,     Baunettes     Hautes Alpes     con de Saint Firmin     cne de Chauffayer       Balnete  beneficium  86 a  priorissa  71 d  rector eccl   86 a    
PO8-00134,Baux,Baux,none,none,,13011,,,,,,,nulle,Bouches-du-Rhône,13,Saint-Remy,nulle,     Baux  les      Bouches du Rhône     con de Saint Remy       lxxiii  lxxv        Baucium  eccl   144 b c  150 b  152 a  162 b  prior  159 b  162 b  Sanctus Andreas  eccl   138 d  Sanctus Vincentius  capellanus  155 d      Bautium  Sancta Maria  capellanus  155 d  Sanctus Andreas  capellanus  155 d  prior  155 d  Sanctus Vincentius  138 d    
PO8-00135,Bayle,Bayle,Antonin,Saint-Antonin,,Antonin Bayon (13090) - Saint-Antonin-sur-Bayon,,,,,,,nulle,Bouches-du-Rhône,13,Trets,dpt_fuzzy,     Bayle     Bouches du Rhône     con de Trets     cne de Saint Antonin       Bayle  eccl   26 a  38 c    
PO8-00136,Bayons,Bayons,none,none,Bayons,Bayons (04023),,,,,,,nulle,Basses-Alpes,04,Turriers,dpt_exact,     Bayons     Basses Alpes     con de Turriers       cxxxv        Bayoni  capellanus  246 e  eccl   244 b  prior  244 b  246 e  252 d    
PO8-00137,Beaucaire,Beaucaire,none,none,Beaucaire,Beaucaire (30032),,,,,,,nulle,Gard,30,none,dpt_exact,     Beaucaire     Gard     arr  de Nîmes       Bellicadrum  143 c  155 a  158 a  159 a  162 a b  Beata Maria  eccl   147 d  Beata vel Sancta Maria de Pomeriis  139 b  capellanus  155 a  prior  143 b  155 a  158 a  domus Repentitarum  158 a  hospitale vetus  158 a  Sancta Pasca vel Pascha  eccl   139 b  monachi  155 a  prior  155 a  Sanctus Nazarus  139 b  Sanctus Lazarus  capellanus  155 a  prior  158 a    
